cell_type_tumor,sample,0
Tumor cells LUSC mitotic,Chen_Zhang_2020_NSCLC-2,1
Tumor cells LUSC mitotic,Chen_Zhang_2020_NSCLC-3,0
Tumor cells LUSC mitotic,Chen_Zhang_2020_NSCLC-6,13
Tumor cells LUSC mitotic,Chen_Zhang_2020_NSCLC-7,14
Tumor cells LUSC mitotic,Chen_Zhang_2020_NSCLC-11,50
Tumor cells LUSC mitotic,Goveia_Carmeliet_2020_patient_32_tumor_primary,2
Tumor cells LUSC mitotic,Goveia_Carmeliet_2020_patient_40_tumor_primary,3
Tumor cells LUSC mitotic,Goveia_Carmeliet_2020_patient_41_tumor_primary,60
Tumor cells LUSC mitotic,Goveia_Carmeliet_2020_patient_42_tumor_primary,0
Tumor cells LUSC mitotic,Goveia_Carmeliet_2020_patient_45_tumor_primary,0
Tumor cells LUSC mitotic,Goveia_Carmeliet_2020_patient_46_tumor_primary,1
Tumor cells LUSC mitotic,Goveia_Carmeliet_2020_patient_50_tumor_primary,0
Tumor cells LUSC mitotic,Guo_Zhang_2018_P0616A_TTC,0
Tumor cells LUSC mitotic,Guo_Zhang_2018_P0616A_TTH,0
Tumor cells LUSC mitotic,Guo_Zhang_2018_P0616A_TTR,0
Tumor cells LUSC mitotic,Guo_Zhang_2018_P0616A_TTY,0
Tumor cells LUSC mitotic,Guo_Zhang_2018_P0616P_TTC,0
Tumor cells LUSC mitotic,Guo_Zhang_2018_P0616P_TTH,0
Tumor cells LUSC mitotic,Guo_Zhang_2018_P0706_TTC,0
Tumor cells LUSC mitotic,Guo_Zhang_2018_P0706_TTH,0
Tumor cells LUSC mitotic,Guo_Zhang_2018_P0706_TTR,0
Tumor cells LUSC mitotic,Guo_Zhang_2018_P0706_TTY,0
Tumor cells LUSC mitotic,Guo_Zhang_2018_P1010_TTC,0
Tumor cells LUSC mitotic,Guo_Zhang_2018_P1010_TTH,0
Tumor cells LUSC mitotic,Guo_Zhang_2018_P1010_TTR,0
Tumor cells LUSC mitotic,Guo_Zhang_2018_P1010_TTY,0
Tumor cells LUSC mitotic,Guo_Zhang_2018_P1118_TTC,0
Tumor cells LUSC mitotic,Guo_Zhang_2018_P1118_TTH,0
Tumor cells LUSC mitotic,Guo_Zhang_2018_P1120_TTC,0
Tumor cells LUSC mitotic,Guo_Zhang_2018_P1120_TTH,0
Tumor cells LUSC mitotic,Guo_Zhang_2018_P1120_TTR,0
Tumor cells LUSC mitotic,Guo_Zhang_2018_P1120_TTY,0
Tumor cells LUSC mitotic,Guo_Zhang_2018_P1202_TTC,0
Tumor cells LUSC mitotic,Guo_Zhang_2018_P1202_TTH,0
Tumor cells LUSC mitotic,Guo_Zhang_2018_P1202_TTR,0
Tumor cells LUSC mitotic,Guo_Zhang_2018_P1202_TTY,0
Tumor cells LUSC mitotic,Guo_Zhang_2018_P1208_TTC,0
Tumor cells LUSC mitotic,Guo_Zhang_2018_P1208_TTH,0
Tumor cells LUSC mitotic,Guo_Zhang_2018_P1219_TTC,0
Tumor cells LUSC mitotic,Guo_Zhang_2018_P1219_TTH,0
Tumor cells LUSC mitotic,Guo_Zhang_2018_P1219_TTY,0
Tumor cells LUSC mitotic,He_Fan_2021_LUAD1,83
Tumor cells LUSC mitotic,He_Fan_2021_LUAD2,8
Tumor cells LUSC mitotic,He_Fan_2021_LUAD3,0
Tumor cells LUSC mitotic,He_Fan_2021_LUAD4,0
Tumor cells LUSC mitotic,He_Fan_2021_LUAD5,4
Tumor cells LUSC mitotic,Kim_Lee_2020_LUNG_T06,0
Tumor cells LUSC mitotic,Kim_Lee_2020_LUNG_T08,0
Tumor cells LUSC mitotic,Kim_Lee_2020_LUNG_T09,0
Tumor cells LUSC mitotic,Kim_Lee_2020_LUNG_T18,27
Tumor cells LUSC mitotic,Kim_Lee_2020_LUNG_T19,1
Tumor cells LUSC mitotic,Kim_Lee_2020_LUNG_T20,0
Tumor cells LUSC mitotic,Kim_Lee_2020_LUNG_T25,0
Tumor cells LUSC mitotic,Kim_Lee_2020_LUNG_T30,0
Tumor cells LUSC mitotic,Kim_Lee_2020_LUNG_T34,0
Tumor cells LUSC mitotic,Lambrechts_Thienpont_2018_6149v1_BT1A,2
Tumor cells LUSC mitotic,Lambrechts_Thienpont_2018_6149v1_BT1B,5
Tumor cells LUSC mitotic,Lambrechts_Thienpont_2018_6149v1_BT1C,2
Tumor cells LUSC mitotic,Lambrechts_Thienpont_2018_6149v1_BT2A,9
Tumor cells LUSC mitotic,Lambrechts_Thienpont_2018_6149v1_BT2B,12
Tumor cells LUSC mitotic,Lambrechts_Thienpont_2018_6149v1_BT1249,3
Tumor cells LUSC mitotic,Lambrechts_Thienpont_2018_6149v2_BT1295,7
Tumor cells LUSC mitotic,Lambrechts_Thienpont_2018_6149v2_BT1296,29
Tumor cells LUSC mitotic,Lambrechts_Thienpont_2018_6149v2_BT1297,29
Tumor cells LUSC mitotic,Lambrechts_Thienpont_2018_6149v2_BT1298,27
Tumor cells LUSC mitotic,Lambrechts_Thienpont_2018_6149v2_BT1299,12
Tumor cells LUSC mitotic,Lambrechts_Thienpont_2018_6149v2_BT1300,99
Tumor cells LUSC mitotic,Lambrechts_Thienpont_2018_6653_BT1375,6
Tumor cells LUSC mitotic,Lambrechts_Thienpont_2018_6653_BT1376,11
Tumor cells LUSC mitotic,Lambrechts_Thienpont_2018_6653_BT1377,3
Tumor cells LUSC mitotic,Lambrechts_Thienpont_2018_6653_scrBT1425_hg19,4
Tumor cells LUSC mitotic,Lambrechts_Thienpont_2018_6653_scrBT1426_hg19,5
Tumor cells LUSC mitotic,Lambrechts_Thienpont_2018_6653_scrBT1427_hg19,3
Tumor cells LUSC mitotic,Laughney_Massague_2020_GSM3516662,0
Tumor cells LUSC mitotic,Laughney_Massague_2020_GSM3516663,0
Tumor cells LUSC mitotic,Laughney_Massague_2020_GSM3516667,0
Tumor cells LUSC mitotic,Laughney_Massague_2020_GSM3516669,12
Tumor cells LUSC mitotic,Laughney_Massague_2020_GSM3516670,1
Tumor cells LUSC mitotic,Laughney_Massague_2020_GSM3516672,1
Tumor cells LUSC mitotic,Laughney_Massague_2020_GSM3516674,0
Tumor cells LUSC mitotic,Leader_Merad_2021_311,2
Tumor cells LUSC mitotic,Leader_Merad_2021_313,7
Tumor cells LUSC mitotic,Leader_Merad_2021_317,0
Tumor cells LUSC mitotic,Leader_Merad_2021_318,0
Tumor cells LUSC mitotic,Leader_Merad_2021_324,76
Tumor cells LUSC mitotic,Leader_Merad_2021_326,27
Tumor cells LUSC mitotic,Leader_Merad_2021_328,0
Tumor cells LUSC mitotic,Leader_Merad_2021_332,0
Tumor cells LUSC mitotic,Leader_Merad_2021_334,0
Tumor cells LUSC mitotic,Leader_Merad_2021_336,0
Tumor cells LUSC mitotic,Leader_Merad_2021_340,27
Tumor cells LUSC mitotic,Leader_Merad_2021_342,0
Tumor cells LUSC mitotic,Leader_Merad_2021_38,5
Tumor cells LUSC mitotic,Leader_Merad_2021_40,0
Tumor cells LUSC mitotic,Leader_Merad_2021_42,0
Tumor cells LUSC mitotic,Leader_Merad_2021_43,0
Tumor cells LUSC mitotic,Leader_Merad_2021_45,0
Tumor cells LUSC mitotic,Leader_Merad_2021_47,1
Tumor cells LUSC mitotic,Leader_Merad_2021_48,0
Tumor cells LUSC mitotic,Leader_Merad_2021_51,0
Tumor cells LUSC mitotic,Leader_Merad_2021_52,0
Tumor cells LUSC mitotic,Leader_Merad_2021_53,0
Tumor cells LUSC mitotic,Leader_Merad_2021_57,0
Tumor cells LUSC mitotic,Leader_Merad_2021_58,0
Tumor cells LUSC mitotic,Leader_Merad_2021_59,0
Tumor cells LUSC mitotic,Leader_Merad_2021_62,3
Tumor cells LUSC mitotic,Leader_Merad_2021_95,0
Tumor cells LUSC mitotic,Leader_Merad_2021_97,0
Tumor cells LUSC mitotic,Leader_Merad_2021_99,0
Tumor cells LUSC mitotic,Leader_Merad_2021_103,3
Tumor cells LUSC mitotic,Leader_Merad_2021_107,1
Tumor cells LUSC mitotic,Leader_Merad_2021_111,2
Tumor cells LUSC mitotic,Leader_Merad_2021_116,0
Tumor cells LUSC mitotic,Leader_Merad_2021_297,0
Tumor cells LUSC mitotic,Leader_Merad_2021_298,0
Tumor cells LUSC mitotic,Leader_Merad_2021_344,9
Tumor cells LUSC mitotic,Leader_Merad_2021_398,0
Tumor cells LUSC mitotic,Leader_Merad_2021_414,0
Tumor cells LUSC mitotic,Leader_Merad_2021_415,0
Tumor cells LUSC mitotic,Leader_Merad_2021_448,23
Tumor cells LUSC mitotic,Leader_Merad_2021_452,7
Tumor cells LUSC mitotic,Leader_Merad_2021_456,10
Tumor cells LUSC mitotic,Leader_Merad_2021_460,11
Tumor cells LUSC mitotic,Leader_Merad_2021_464,14
Tumor cells LUSC mitotic,Leader_Merad_2021_468,10
Tumor cells LUSC mitotic,Leader_Merad_2021_472,11
Tumor cells LUSC mitotic,Leader_Merad_2021_481,0
Tumor cells LUSC mitotic,Leader_Merad_2021_851,0
Tumor cells LUSC mitotic,Maynard_Bivona_2020_LT_S66,0
Tumor cells LUSC mitotic,UKIM-V-2_P4_tumor_primary,0
Tumor cells LUSC mitotic,UKIM-V-2_P5_tumor_primary,0
Tumor cells LUSC mitotic,UKIM-V-2_P6_tumor_primary,33
Tumor cells LUSC mitotic,UKIM-V-2_P8_tumor_primary,11
Tumor cells LUSC mitotic,UKIM-V-2_P9_tumor_primary,6
Tumor cells LUSC mitotic,UKIM-V-2_P10_tumor_primary,1
Tumor cells LUSC mitotic,UKIM-V-2_P13_tumor_primary,0
Tumor cells LUSC mitotic,UKIM-V-2_P14_tumor_primary,4
Tumor cells LUSC mitotic,UKIM-V-2_P16_tumor_primary,0
Tumor cells LUSC mitotic,UKIM-V-2_P17_tumor_primary,0
Tumor cells LUSC mitotic,UKIM-V_P1_tumor_primary,0
Tumor cells LUSC mitotic,UKIM-V_P2_tumor_primary,157
Tumor cells LUSC mitotic,UKIM-V_P3_tumor_primary,1
Tumor cells LUSC mitotic,Zilionis_Klein_2019_p1t1,50
Tumor cells LUSC mitotic,Zilionis_Klein_2019_p1t2,63
Tumor cells LUSC mitotic,Zilionis_Klein_2019_p1t3,43
Tumor cells LUSC mitotic,Zilionis_Klein_2019_p1t4,31
Tumor cells LUSC mitotic,Zilionis_Klein_2019_p4t1,0
Tumor cells LUSC mitotic,Zilionis_Klein_2019_p4t2,0
Tumor cells LUSC mitotic,Zilionis_Klein_2019_p4t3,1
Tumor cells LUSC mitotic,Zilionis_Klein_2019_p6t1,0
Tumor cells LUSC mitotic,Zilionis_Klein_2019_p6t2,0
Tumor cells NSCLC mixed,Chen_Zhang_2020_NSCLC-1,0
Tumor cells NSCLC mixed,Chen_Zhang_2020_NSCLC-2,0
Tumor cells NSCLC mixed,Chen_Zhang_2020_NSCLC-3,0
Tumor cells NSCLC mixed,Chen_Zhang_2020_NSCLC-6,0
Tumor cells NSCLC mixed,Chen_Zhang_2020_NSCLC-7,0
Tumor cells NSCLC mixed,Chen_Zhang_2020_NSCLC-11,0
Tumor cells NSCLC mixed,Goveia_Carmeliet_2020_patient_32_tumor_primary,0
Tumor cells NSCLC mixed,Goveia_Carmeliet_2020_patient_40_tumor_primary,0
Tumor cells NSCLC mixed,Goveia_Carmeliet_2020_patient_41_tumor_primary,17
Tumor cells NSCLC mixed,Goveia_Carmeliet_2020_patient_42_tumor_primary,0
Tumor cells NSCLC mixed,Goveia_Carmeliet_2020_patient_45_tumor_primary,0
Tumor cells NSCLC mixed,Goveia_Carmeliet_2020_patient_46_tumor_primary,0
Tumor cells NSCLC mixed,Goveia_Carmeliet_2020_patient_50_tumor_primary,0
Tumor cells NSCLC mixed,Guo_Zhang_2018_P0616A_TTC,0
Tumor cells NSCLC mixed,Guo_Zhang_2018_P0616A_TTH,0
Tumor cells NSCLC mixed,Guo_Zhang_2018_P0616A_TTR,0
Tumor cells NSCLC mixed,Guo_Zhang_2018_P0616A_TTY,0
Tumor cells NSCLC mixed,Guo_Zhang_2018_P0616P_TTC,0
Tumor cells NSCLC mixed,Guo_Zhang_2018_P0616P_TTH,0
Tumor cells NSCLC mixed,Guo_Zhang_2018_P0706_TTC,0
Tumor cells NSCLC mixed,Guo_Zhang_2018_P0706_TTH,0
Tumor cells NSCLC mixed,Guo_Zhang_2018_P0706_TTR,0
Tumor cells NSCLC mixed,Guo_Zhang_2018_P0706_TTY,0
Tumor cells NSCLC mixed,Guo_Zhang_2018_P1010_TTC,0
Tumor cells NSCLC mixed,Guo_Zhang_2018_P1010_TTH,0
Tumor cells NSCLC mixed,Guo_Zhang_2018_P1010_TTR,0
Tumor cells NSCLC mixed,Guo_Zhang_2018_P1010_TTY,0
Tumor cells NSCLC mixed,Guo_Zhang_2018_P1118_TTC,0
Tumor cells NSCLC mixed,Guo_Zhang_2018_P1118_TTH,0
Tumor cells NSCLC mixed,Guo_Zhang_2018_P1120_TTC,0
Tumor cells NSCLC mixed,Guo_Zhang_2018_P1120_TTH,0
Tumor cells NSCLC mixed,Guo_Zhang_2018_P1120_TTR,0
Tumor cells NSCLC mixed,Guo_Zhang_2018_P1120_TTY,0
Tumor cells NSCLC mixed,Guo_Zhang_2018_P1202_TTC,0
Tumor cells NSCLC mixed,Guo_Zhang_2018_P1202_TTH,0
Tumor cells NSCLC mixed,Guo_Zhang_2018_P1202_TTR,0
Tumor cells NSCLC mixed,Guo_Zhang_2018_P1202_TTY,0
Tumor cells NSCLC mixed,Guo_Zhang_2018_P1208_TTC,0
Tumor cells NSCLC mixed,Guo_Zhang_2018_P1208_TTH,0
Tumor cells NSCLC mixed,Guo_Zhang_2018_P1219_TTC,0
Tumor cells NSCLC mixed,Guo_Zhang_2018_P1219_TTH,0
Tumor cells NSCLC mixed,Guo_Zhang_2018_P1219_TTY,0
Tumor cells NSCLC mixed,He_Fan_2021_LUAD1,0
Tumor cells NSCLC mixed,He_Fan_2021_LUAD2,1
Tumor cells NSCLC mixed,He_Fan_2021_LUAD3,0
Tumor cells NSCLC mixed,He_Fan_2021_LUAD4,0
Tumor cells NSCLC mixed,He_Fan_2021_LUAD5,0
Tumor cells NSCLC mixed,Kim_Lee_2020_LUNG_T06,0
Tumor cells NSCLC mixed,Kim_Lee_2020_LUNG_T08,0
Tumor cells NSCLC mixed,Kim_Lee_2020_LUNG_T09,0
Tumor cells NSCLC mixed,Kim_Lee_2020_LUNG_T18,0
Tumor cells NSCLC mixed,Kim_Lee_2020_LUNG_T19,0
Tumor cells NSCLC mixed,Kim_Lee_2020_LUNG_T20,3
Tumor cells NSCLC mixed,Kim_Lee_2020_LUNG_T25,0
Tumor cells NSCLC mixed,Kim_Lee_2020_LUNG_T30,0
Tumor cells NSCLC mixed,Kim_Lee_2020_LUNG_T34,0
Tumor cells NSCLC mixed,Lambrechts_Thienpont_2018_6149v1_BT1A,1
Tumor cells NSCLC mixed,Lambrechts_Thienpont_2018_6149v1_BT1B,0
Tumor cells NSCLC mixed,Lambrechts_Thienpont_2018_6149v1_BT1C,2
Tumor cells NSCLC mixed,Lambrechts_Thienpont_2018_6149v1_BT2A,0
Tumor cells NSCLC mixed,Lambrechts_Thienpont_2018_6149v1_BT2B,1
Tumor cells NSCLC mixed,Lambrechts_Thienpont_2018_6149v1_BT1249,0
Tumor cells NSCLC mixed,Lambrechts_Thienpont_2018_6149v2_BT1295,0
Tumor cells NSCLC mixed,Lambrechts_Thienpont_2018_6149v2_BT1296,0
Tumor cells NSCLC mixed,Lambrechts_Thienpont_2018_6149v2_BT1297,0
Tumor cells NSCLC mixed,Lambrechts_Thienpont_2018_6149v2_BT1298,5
Tumor cells NSCLC mixed,Lambrechts_Thienpont_2018_6149v2_BT1299,3
Tumor cells NSCLC mixed,Lambrechts_Thienpont_2018_6149v2_BT1300,3
Tumor cells NSCLC mixed,Lambrechts_Thienpont_2018_6653_BT1375,0
Tumor cells NSCLC mixed,Lambrechts_Thienpont_2018_6653_BT1376,0
Tumor cells NSCLC mixed,Lambrechts_Thienpont_2018_6653_BT1377,0
Tumor cells NSCLC mixed,Lambrechts_Thienpont_2018_6653_scrBT1425_hg19,4
Tumor cells NSCLC mixed,Lambrechts_Thienpont_2018_6653_scrBT1426_hg19,5
Tumor cells NSCLC mixed,Lambrechts_Thienpont_2018_6653_scrBT1427_hg19,1
Tumor cells NSCLC mixed,Laughney_Massague_2020_GSM3516662,0
Tumor cells NSCLC mixed,Laughney_Massague_2020_GSM3516663,0
Tumor cells NSCLC mixed,Laughney_Massague_2020_GSM3516667,0
Tumor cells NSCLC mixed,Laughney_Massague_2020_GSM3516669,3
Tumor cells NSCLC mixed,Laughney_Massague_2020_GSM3516670,0
Tumor cells NSCLC mixed,Laughney_Massague_2020_GSM3516672,3
Tumor cells NSCLC mixed,Laughney_Massague_2020_GSM3516674,0
Tumor cells NSCLC mixed,Leader_Merad_2021_311,2
Tumor cells NSCLC mixed,Leader_Merad_2021_313,0
Tumor cells NSCLC mixed,Leader_Merad_2021_317,0
Tumor cells NSCLC mixed,Leader_Merad_2021_318,0
Tumor cells NSCLC mixed,Leader_Merad_2021_324,1
Tumor cells NSCLC mixed,Leader_Merad_2021_326,0
Tumor cells NSCLC mixed,Leader_Merad_2021_328,0
Tumor cells NSCLC mixed,Leader_Merad_2021_332,0
Tumor cells NSCLC mixed,Leader_Merad_2021_334,0
Tumor cells NSCLC mixed,Leader_Merad_2021_336,0
Tumor cells NSCLC mixed,Leader_Merad_2021_340,3
Tumor cells NSCLC mixed,Leader_Merad_2021_342,0
Tumor cells NSCLC mixed,Leader_Merad_2021_38,1
Tumor cells NSCLC mixed,Leader_Merad_2021_40,0
Tumor cells NSCLC mixed,Leader_Merad_2021_42,0
Tumor cells NSCLC mixed,Leader_Merad_2021_43,0
Tumor cells NSCLC mixed,Leader_Merad_2021_45,0
Tumor cells NSCLC mixed,Leader_Merad_2021_47,0
Tumor cells NSCLC mixed,Leader_Merad_2021_48,1
Tumor cells NSCLC mixed,Leader_Merad_2021_51,0
Tumor cells NSCLC mixed,Leader_Merad_2021_52,1
Tumor cells NSCLC mixed,Leader_Merad_2021_53,0
Tumor cells NSCLC mixed,Leader_Merad_2021_57,0
Tumor cells NSCLC mixed,Leader_Merad_2021_58,0
Tumor cells NSCLC mixed,Leader_Merad_2021_59,0
Tumor cells NSCLC mixed,Leader_Merad_2021_62,0
Tumor cells NSCLC mixed,Leader_Merad_2021_95,0
Tumor cells NSCLC mixed,Leader_Merad_2021_97,0
Tumor cells NSCLC mixed,Leader_Merad_2021_99,2
Tumor cells NSCLC mixed,Leader_Merad_2021_103,0
Tumor cells NSCLC mixed,Leader_Merad_2021_107,2
Tumor cells NSCLC mixed,Leader_Merad_2021_111,0
Tumor cells NSCLC mixed,Leader_Merad_2021_116,0
Tumor cells NSCLC mixed,Leader_Merad_2021_297,0
Tumor cells NSCLC mixed,Leader_Merad_2021_298,0
Tumor cells NSCLC mixed,Leader_Merad_2021_344,1
Tumor cells NSCLC mixed,Leader_Merad_2021_398,0
Tumor cells NSCLC mixed,Leader_Merad_2021_414,0
Tumor cells NSCLC mixed,Leader_Merad_2021_415,0
Tumor cells NSCLC mixed,Leader_Merad_2021_448,0
Tumor cells NSCLC mixed,Leader_Merad_2021_452,0
Tumor cells NSCLC mixed,Leader_Merad_2021_456,0
Tumor cells NSCLC mixed,Leader_Merad_2021_460,1
Tumor cells NSCLC mixed,Leader_Merad_2021_464,1
Tumor cells NSCLC mixed,Leader_Merad_2021_468,2
Tumor cells NSCLC mixed,Leader_Merad_2021_472,1
Tumor cells NSCLC mixed,Leader_Merad_2021_481,0
Tumor cells NSCLC mixed,Leader_Merad_2021_851,0
Tumor cells NSCLC mixed,Maynard_Bivona_2020_LT_S66,0
Tumor cells NSCLC mixed,UKIM-V-2_P4_tumor_primary,0
Tumor cells NSCLC mixed,UKIM-V-2_P5_tumor_primary,0
Tumor cells NSCLC mixed,UKIM-V-2_P6_tumor_primary,2
Tumor cells NSCLC mixed,UKIM-V-2_P8_tumor_primary,5
Tumor cells NSCLC mixed,UKIM-V-2_P9_tumor_primary,0
Tumor cells NSCLC mixed,UKIM-V-2_P10_tumor_primary,1
Tumor cells NSCLC mixed,UKIM-V-2_P13_tumor_primary,2
Tumor cells NSCLC mixed,UKIM-V-2_P14_tumor_primary,2
Tumor cells NSCLC mixed,UKIM-V-2_P16_tumor_primary,0
Tumor cells NSCLC mixed,UKIM-V-2_P17_tumor_primary,0
Tumor cells NSCLC mixed,UKIM-V_P1_tumor_primary,92
Tumor cells NSCLC mixed,UKIM-V_P2_tumor_primary,100
Tumor cells NSCLC mixed,UKIM-V_P3_tumor_primary,3
Tumor cells NSCLC mixed,Zilionis_Klein_2019_p1t1,2
Tumor cells NSCLC mixed,Zilionis_Klein_2019_p1t2,1
Tumor cells NSCLC mixed,Zilionis_Klein_2019_p1t3,1
Tumor cells NSCLC mixed,Zilionis_Klein_2019_p1t4,3
Tumor cells NSCLC mixed,Zilionis_Klein_2019_p4t1,0
Tumor cells NSCLC mixed,Zilionis_Klein_2019_p4t2,0
Tumor cells NSCLC mixed,Zilionis_Klein_2019_p4t3,0
Tumor cells NSCLC mixed,Zilionis_Klein_2019_p6t1,0
Tumor cells NSCLC mixed,Zilionis_Klein_2019_p6t2,0
cDC1,Chen_Zhang_2020_NSCLC-1,4
cDC1,Chen_Zhang_2020_NSCLC-2,12
cDC1,Chen_Zhang_2020_NSCLC-3,15
cDC1,Chen_Zhang_2020_NSCLC-6,29
cDC1,Chen_Zhang_2020_NSCLC-7,12
cDC1,Chen_Zhang_2020_NSCLC-11,3
cDC1,Goveia_Carmeliet_2020_patient_32_tumor_primary,0
cDC1,Goveia_Carmeliet_2020_patient_40_tumor_primary,0
cDC1,Goveia_Carmeliet_2020_patient_41_tumor_primary,0
cDC1,Goveia_Carmeliet_2020_patient_42_tumor_primary,6
cDC1,Goveia_Carmeliet_2020_patient_45_tumor_primary,4
cDC1,Goveia_Carmeliet_2020_patient_46_tumor_primary,0
cDC1,Goveia_Carmeliet_2020_patient_50_tumor_primary,1
cDC1,Guo_Zhang_2018_P0616A_TTC,0
cDC1,Guo_Zhang_2018_P0616A_TTH,0
cDC1,Guo_Zhang_2018_P0616A_TTR,0
cDC1,Guo_Zhang_2018_P0616A_TTY,0
cDC1,Guo_Zhang_2018_P0616P_TTC,0
cDC1,Guo_Zhang_2018_P0616P_TTH,0
cDC1,Guo_Zhang_2018_P0706_TTC,0
cDC1,Guo_Zhang_2018_P0706_TTH,0
cDC1,Guo_Zhang_2018_P0706_TTR,0
cDC1,Guo_Zhang_2018_P0706_TTY,0
cDC1,Guo_Zhang_2018_P1010_TTC,0
cDC1,Guo_Zhang_2018_P1010_TTH,0
cDC1,Guo_Zhang_2018_P1010_TTR,0
cDC1,Guo_Zhang_2018_P1010_TTY,0
cDC1,Guo_Zhang_2018_P1118_TTC,0
cDC1,Guo_Zhang_2018_P1118_TTH,0
cDC1,Guo_Zhang_2018_P1120_TTC,0
cDC1,Guo_Zhang_2018_P1120_TTH,0
cDC1,Guo_Zhang_2018_P1120_TTR,0
cDC1,Guo_Zhang_2018_P1120_TTY,0
cDC1,Guo_Zhang_2018_P1202_TTC,0
cDC1,Guo_Zhang_2018_P1202_TTH,0
cDC1,Guo_Zhang_2018_P1202_TTR,0
cDC1,Guo_Zhang_2018_P1202_TTY,0
cDC1,Guo_Zhang_2018_P1208_TTC,0
cDC1,Guo_Zhang_2018_P1208_TTH,0
cDC1,Guo_Zhang_2018_P1219_TTC,0
cDC1,Guo_Zhang_2018_P1219_TTH,0
cDC1,Guo_Zhang_2018_P1219_TTY,0
cDC1,He_Fan_2021_LUAD1,24
cDC1,He_Fan_2021_LUAD2,39
cDC1,He_Fan_2021_LUAD3,13
cDC1,He_Fan_2021_LUAD4,25
cDC1,He_Fan_2021_LUAD5,31
cDC1,Kim_Lee_2020_LUNG_T06,15
cDC1,Kim_Lee_2020_LUNG_T08,8
cDC1,Kim_Lee_2020_LUNG_T09,19
cDC1,Kim_Lee_2020_LUNG_T18,6
cDC1,Kim_Lee_2020_LUNG_T19,22
cDC1,Kim_Lee_2020_LUNG_T20,9
cDC1,Kim_Lee_2020_LUNG_T25,5
cDC1,Kim_Lee_2020_LUNG_T30,16
cDC1,Kim_Lee_2020_LUNG_T34,2
cDC1,Lambrechts_Thienpont_2018_6149v1_BT1A,2
cDC1,Lambrechts_Thienpont_2018_6149v1_BT1B,1
cDC1,Lambrechts_Thienpont_2018_6149v1_BT1C,2
cDC1,Lambrechts_Thienpont_2018_6149v1_BT2A,3
cDC1,Lambrechts_Thienpont_2018_6149v1_BT2B,3
cDC1,Lambrechts_Thienpont_2018_6149v1_BT1249,0
cDC1,Lambrechts_Thienpont_2018_6149v2_BT1295,7
cDC1,Lambrechts_Thienpont_2018_6149v2_BT1296,8
cDC1,Lambrechts_Thienpont_2018_6149v2_BT1297,5
cDC1,Lambrechts_Thienpont_2018_6149v2_BT1298,3
cDC1,Lambrechts_Thienpont_2018_6149v2_BT1299,4
cDC1,Lambrechts_Thienpont_2018_6149v2_BT1300,6
cDC1,Lambrechts_Thienpont_2018_6653_BT1375,2
cDC1,Lambrechts_Thienpont_2018_6653_BT1376,1
cDC1,Lambrechts_Thienpont_2018_6653_BT1377,2
cDC1,Lambrechts_Thienpont_2018_6653_scrBT1425_hg19,10
cDC1,Lambrechts_Thienpont_2018_6653_scrBT1426_hg19,15
cDC1,Lambrechts_Thienpont_2018_6653_scrBT1427_hg19,9
cDC1,Laughney_Massague_2020_GSM3516662,0
cDC1,Laughney_Massague_2020_GSM3516663,32
cDC1,Laughney_Massague_2020_GSM3516667,1
cDC1,Laughney_Massague_2020_GSM3516669,2
cDC1,Laughney_Massague_2020_GSM3516670,0
cDC1,Laughney_Massague_2020_GSM3516672,8
cDC1,Laughney_Massague_2020_GSM3516674,0
cDC1,Leader_Merad_2021_311,6
cDC1,Leader_Merad_2021_313,14
cDC1,Leader_Merad_2021_317,17
cDC1,Leader_Merad_2021_318,14
cDC1,Leader_Merad_2021_324,9
cDC1,Leader_Merad_2021_326,3
cDC1,Leader_Merad_2021_328,4
cDC1,Leader_Merad_2021_332,1
cDC1,Leader_Merad_2021_334,3
cDC1,Leader_Merad_2021_336,1
cDC1,Leader_Merad_2021_340,10
cDC1,Leader_Merad_2021_342,4
cDC1,Leader_Merad_2021_38,20
cDC1,Leader_Merad_2021_40,6
cDC1,Leader_Merad_2021_42,3
cDC1,Leader_Merad_2021_43,15
cDC1,Leader_Merad_2021_45,23
cDC1,Leader_Merad_2021_47,35
cDC1,Leader_Merad_2021_48,5
cDC1,Leader_Merad_2021_51,2
cDC1,Leader_Merad_2021_52,4
cDC1,Leader_Merad_2021_53,5
cDC1,Leader_Merad_2021_57,2
cDC1,Leader_Merad_2021_58,24
cDC1,Leader_Merad_2021_59,18
cDC1,Leader_Merad_2021_62,20
cDC1,Leader_Merad_2021_95,28
cDC1,Leader_Merad_2021_97,12
cDC1,Leader_Merad_2021_99,5
cDC1,Leader_Merad_2021_103,5
cDC1,Leader_Merad_2021_107,5
cDC1,Leader_Merad_2021_111,6
cDC1,Leader_Merad_2021_116,0
cDC1,Leader_Merad_2021_297,12
cDC1,Leader_Merad_2021_298,1
cDC1,Leader_Merad_2021_344,10
cDC1,Leader_Merad_2021_398,2
cDC1,Leader_Merad_2021_414,5
cDC1,Leader_Merad_2021_415,17
cDC1,Leader_Merad_2021_448,5
cDC1,Leader_Merad_2021_452,6
cDC1,Leader_Merad_2021_456,7
cDC1,Leader_Merad_2021_460,3
cDC1,Leader_Merad_2021_464,3
cDC1,Leader_Merad_2021_468,8
cDC1,Leader_Merad_2021_472,7
cDC1,Leader_Merad_2021_481,2
