Level_2_cancer,sample,0
Submucosal Gland_Normal,LUAD5_He_Fan_2021_LUAD,0
Submucosal Gland_Normal,N1_He_Fan_2021_LUAD,0
Submucosal Gland_Normal,N2_He_Fan_2021_LUAD,0
Submucosal Gland_Normal,N3_He_Fan_2021_LUAD,1
Submucosal Gland_Normal,N4_He_Fan_2021_LUAD,0
Submucosal Gland_Normal,N5_He_Fan_2021_LUAD,0
Unknown_Normal,LUAD1_He_Fan_2021_LUAD,169
Unknown_Normal,LUAD2_He_Fan_2021_LUAD,167
Unknown_Normal,LUAD3_He_Fan_2021_LUAD,167
Unknown_Normal,LUAD4_He_Fan_2021_LUAD,384
Unknown_Normal,LUAD5_He_Fan_2021_LUAD,51
Unknown_Normal,N1_He_Fan_2021_LUAD,1284
Unknown_Normal,N2_He_Fan_2021_LUAD,500
Unknown_Normal,N3_He_Fan_2021_LUAD,2038
Unknown_Normal,N4_He_Fan_2021_LUAD,3239
Unknown_Normal,N5_He_Fan_2021_LUAD,187
Unknown_Tumor,LUAD1_He_Fan_2021_LUAD,0
Unknown_Tumor,LUAD2_He_Fan_2021_LUAD,0
Unknown_Tumor,LUAD3_He_Fan_2021_LUAD,0
Unknown_Tumor,LUAD4_He_Fan_2021_LUAD,0
Unknown_Tumor,LUAD5_He_Fan_2021_LUAD,0
Unknown_Tumor,N1_He_Fan_2021_LUAD,0
Unknown_Tumor,N2_He_Fan_2021_LUAD,0
Unknown_Tumor,N3_He_Fan_2021_LUAD,0
Unknown_Tumor,N4_He_Fan_2021_LUAD,0
Unknown_Tumor,N5_He_Fan_2021_LUAD,40
Airway epithelium_Normal,BRONCHO_11_Kim_Lee_2020_LUAD,98
Airway epithelium_Normal,BRONCHO_58_Kim_Lee_2020_LUAD,28
Airway epithelium_Normal,EBUS_06_Kim_Lee_2020_LUAD,415
Airway epithelium_Normal,EBUS_10_Kim_Lee_2020_LUAD,25
Airway epithelium_Normal,EBUS_12_Kim_Lee_2020_LUAD,53
Airway epithelium_Normal,EBUS_13_Kim_Lee_2020_LUAD,14
Airway epithelium_Normal,EBUS_15_Kim_Lee_2020_LUAD,6
Airway epithelium_Normal,EBUS_19_Kim_Lee_2020_LUAD,5
Airway epithelium_Normal,EBUS_28_Kim_Lee_2020_LUAD,1257
Airway epithelium_Normal,EBUS_49_Kim_Lee_2020_LUAD,31
Airway epithelium_Normal,EBUS_51_Kim_Lee_2020_LUAD,166
Airway epithelium_Normal,EFFUSION_06_Kim_Lee_2020_LUAD,47
Airway epithelium_Normal,EFFUSION_11_Kim_Lee_2020_LUAD,9
Airway epithelium_Normal,EFFUSION_12_Kim_Lee_2020_LUAD,0
Airway epithelium_Normal,EFFUSION_13_Kim_Lee_2020_LUAD,1
Airway epithelium_Normal,EFFUSION_64_Kim_Lee_2020_LUAD,1
Airway epithelium_Normal,LN_01_Kim_Lee_2020_LUAD,0
Airway epithelium_Normal,LN_02_Kim_Lee_2020_LUAD,0
Airway epithelium_Normal,LN_03_Kim_Lee_2020_LUAD,0
Airway epithelium_Normal,LN_04_Kim_Lee_2020_LUAD,0
Airway epithelium_Normal,LN_05_Kim_Lee_2020_LUAD,0
Airway epithelium_Normal,LN_06_Kim_Lee_2020_LUAD,0
Airway epithelium_Normal,LN_07_Kim_Lee_2020_LUAD,0
Airway epithelium_Normal,LN_08_Kim_Lee_2020_LUAD,0
Airway epithelium_Normal,LN_11_Kim_Lee_2020_LUAD,0
Airway epithelium_Normal,LN_12_Kim_Lee_2020_LUAD,0
Airway epithelium_Normal,LUNG_N01_Kim_Lee_2020_LUAD,33
Airway epithelium_Normal,LUNG_N06_Kim_Lee_2020_LUAD,60
Airway epithelium_Normal,LUNG_N08_Kim_Lee_2020_LUAD,84
Airway epithelium_Normal,LUNG_N09_Kim_Lee_2020_LUAD,27
Airway epithelium_Normal,LUNG_N18_Kim_Lee_2020_LUAD,210
Airway epithelium_Normal,LUNG_N19_Kim_Lee_2020_LUAD,14
Airway epithelium_Normal,LUNG_N20_Kim_Lee_2020_LUAD,53
Airway epithelium_Normal,LUNG_N28_Kim_Lee_2020_LUAD,1
Airway epithelium_Normal,LUNG_N30_Kim_Lee_2020_LUAD,214
Airway epithelium_Normal,LUNG_N31_Kim_Lee_2020_LUAD,207
Airway epithelium_Normal,LUNG_N34_Kim_Lee_2020_LUAD,122
Airway epithelium_Normal,LUNG_T06_Kim_Lee_2020_LUAD,24
Airway epithelium_Normal,LUNG_T08_Kim_Lee_2020_LUAD,5
Airway epithelium_Normal,LUNG_T09_Kim_Lee_2020_LUAD,3
Airway epithelium_Normal,LUNG_T18_Kim_Lee_2020_LUAD,523
Airway epithelium_Normal,LUNG_T19_Kim_Lee_2020_LUAD,39
Airway epithelium_Normal,LUNG_T20_Kim_Lee_2020_LUAD,11
Airway epithelium_Normal,LUNG_T25_Kim_Lee_2020_LUAD,10
Airway epithelium_Normal,LUNG_T28_Kim_Lee_2020_LUAD,268
Airway epithelium_Normal,LUNG_T30_Kim_Lee_2020_LUAD,63
Airway epithelium_Normal,LUNG_T31_Kim_Lee_2020_LUAD,38
Airway epithelium_Normal,LUNG_T34_Kim_Lee_2020_LUAD,47
Airway epithelium_Normal,NS_02_Kim_Lee_2020_LUAD,23
Airway epithelium_Normal,NS_03_Kim_Lee_2020_LUAD,14
Airway epithelium_Normal,NS_04_Kim_Lee_2020_LUAD,505
Airway epithelium_Normal,NS_06_Kim_Lee_2020_LUAD,3
Airway epithelium_Normal,NS_07_Kim_Lee_2020_LUAD,64
Airway epithelium_Normal,NS_12_Kim_Lee_2020_LUAD,67
Airway epithelium_Normal,NS_13_Kim_Lee_2020_LUAD,0
Airway epithelium_Normal,NS_16_Kim_Lee_2020_LUAD,13
Airway epithelium_Normal,NS_17_Kim_Lee_2020_LUAD,414
Airway epithelium_Normal,NS_19_Kim_Lee_2020_LUAD,470
Airway epithelium_Tumor,BRONCHO_11_Kim_Lee_2020_LUAD,1
Airway epithelium_Tumor,BRONCHO_58_Kim_Lee_2020_LUAD,0
Airway epithelium_Tumor,EBUS_06_Kim_Lee_2020_LUAD,22
Airway epithelium_Tumor,EBUS_10_Kim_Lee_2020_LUAD,1
Airway epithelium_Tumor,EBUS_12_Kim_Lee_2020_LUAD,0
Airway epithelium_Tumor,EBUS_13_Kim_Lee_2020_LUAD,0
Airway epithelium_Tumor,EBUS_15_Kim_Lee_2020_LUAD,0
Airway epithelium_Tumor,EBUS_19_Kim_Lee_2020_LUAD,0
Airway epithelium_Tumor,EBUS_28_Kim_Lee_2020_LUAD,10
Airway epithelium_Tumor,EBUS_49_Kim_Lee_2020_LUAD,3
Airway epithelium_Tumor,EBUS_51_Kim_Lee_2020_LUAD,4
Airway epithelium_Tumor,EFFUSION_06_Kim_Lee_2020_LUAD,4
Airway epithelium_Tumor,EFFUSION_11_Kim_Lee_2020_LUAD,0
Airway epithelium_Tumor,EFFUSION_12_Kim_Lee_2020_LUAD,0
Airway epithelium_Tumor,EFFUSION_13_Kim_Lee_2020_LUAD,0
Airway epithelium_Tumor,EFFUSION_64_Kim_Lee_2020_LUAD,0
Airway epithelium_Tumor,LN_01_Kim_Lee_2020_LUAD,0
Airway epithelium_Tumor,LN_02_Kim_Lee_2020_LUAD,0
Airway epithelium_Tumor,LN_03_Kim_Lee_2020_LUAD,0
Airway epithelium_Tumor,LN_04_Kim_Lee_2020_LUAD,0
Airway epithelium_Tumor,LN_05_Kim_Lee_2020_LUAD,0
Airway epithelium_Tumor,LN_06_Kim_Lee_2020_LUAD,0
Airway epithelium_Tumor,LN_07_Kim_Lee_2020_LUAD,0
Airway epithelium_Tumor,LN_08_Kim_Lee_2020_LUAD,0
Airway epithelium_Tumor,LN_11_Kim_Lee_2020_LUAD,0
Airway epithelium_Tumor,LN_12_Kim_Lee_2020_LUAD,0
Airway epithelium_Tumor,LUNG_N01_Kim_Lee_2020_LUAD,0
Airway epithelium_Tumor,LUNG_N06_Kim_Lee_2020_LUAD,0
Airway epithelium_Tumor,LUNG_N08_Kim_Lee_2020_LUAD,0
Airway epithelium_Tumor,LUNG_N09_Kim_Lee_2020_LUAD,0
Airway epithelium_Tumor,LUNG_N18_Kim_Lee_2020_LUAD,0
Airway epithelium_Tumor,LUNG_N19_Kim_Lee_2020_LUAD,0
Airway epithelium_Tumor,LUNG_N20_Kim_Lee_2020_LUAD,0
Airway epithelium_Tumor,LUNG_N28_Kim_Lee_2020_LUAD,0
Airway epithelium_Tumor,LUNG_N30_Kim_Lee_2020_LUAD,0
Airway epithelium_Tumor,LUNG_N31_Kim_Lee_2020_LUAD,0
Airway epithelium_Tumor,LUNG_N34_Kim_Lee_2020_LUAD,0
Airway epithelium_Tumor,LUNG_T06_Kim_Lee_2020_LUAD,0
Airway epithelium_Tumor,LUNG_T08_Kim_Lee_2020_LUAD,0
Airway epithelium_Tumor,LUNG_T09_Kim_Lee_2020_LUAD,0
Airway epithelium_Tumor,LUNG_T18_Kim_Lee_2020_LUAD,9
Airway epithelium_Tumor,LUNG_T19_Kim_Lee_2020_LUAD,1
Airway epithelium_Tumor,LUNG_T20_Kim_Lee_2020_LUAD,3
Airway epithelium_Tumor,LUNG_T25_Kim_Lee_2020_LUAD,0
Airway epithelium_Tumor,LUNG_T28_Kim_Lee_2020_LUAD,0
Airway epithelium_Tumor,LUNG_T30_Kim_Lee_2020_LUAD,0
Airway epithelium_Tumor,LUNG_T31_Kim_Lee_2020_LUAD,1
Airway epithelium_Tumor,LUNG_T34_Kim_Lee_2020_LUAD,0
Airway epithelium_Tumor,NS_02_Kim_Lee_2020_LUAD,26
Airway epithelium_Tumor,NS_03_Kim_Lee_2020_LUAD,453
Airway epithelium_Tumor,NS_04_Kim_Lee_2020_LUAD,9
Airway epithelium_Tumor,NS_06_Kim_Lee_2020_LUAD,0
Airway epithelium_Tumor,NS_07_Kim_Lee_2020_LUAD,4606
Airway epithelium_Tumor,NS_12_Kim_Lee_2020_LUAD,50
Airway epithelium_Tumor,NS_13_Kim_Lee_2020_LUAD,0
Airway epithelium_Tumor,NS_16_Kim_Lee_2020_LUAD,0
Airway epithelium_Tumor,NS_17_Kim_Lee_2020_LUAD,17
Airway epithelium_Tumor,NS_19_Kim_Lee_2020_LUAD,3
Alveolar epithelium_Normal,BRONCHO_11_Kim_Lee_2020_LUAD,2
Alveolar epithelium_Normal,BRONCHO_58_Kim_Lee_2020_LUAD,307
Alveolar epithelium_Normal,EBUS_06_Kim_Lee_2020_LUAD,195
Alveolar epithelium_Normal,EBUS_10_Kim_Lee_2020_LUAD,152
Alveolar epithelium_Normal,EBUS_12_Kim_Lee_2020_LUAD,15
Alveolar epithelium_Normal,EBUS_13_Kim_Lee_2020_LUAD,0
Alveolar epithelium_Normal,EBUS_15_Kim_Lee_2020_LUAD,79
Alveolar epithelium_Normal,EBUS_19_Kim_Lee_2020_LUAD,100
Alveolar epithelium_Normal,EBUS_28_Kim_Lee_2020_LUAD,1753
Alveolar epithelium_Normal,EBUS_49_Kim_Lee_2020_LUAD,13
Alveolar epithelium_Normal,EBUS_51_Kim_Lee_2020_LUAD,400
Alveolar epithelium_Normal,EFFUSION_06_Kim_Lee_2020_LUAD,26
Alveolar epithelium_Normal,EFFUSION_11_Kim_Lee_2020_LUAD,9
Alveolar epithelium_Normal,EFFUSION_12_Kim_Lee_2020_LUAD,3
Alveolar epithelium_Normal,EFFUSION_13_Kim_Lee_2020_LUAD,0
Alveolar epithelium_Normal,EFFUSION_64_Kim_Lee_2020_LUAD,2
Alveolar epithelium_Normal,LN_01_Kim_Lee_2020_LUAD,0
Alveolar epithelium_Normal,LN_02_Kim_Lee_2020_LUAD,0
Alveolar epithelium_Normal,LN_03_Kim_Lee_2020_LUAD,0
Alveolar epithelium_Normal,LN_04_Kim_Lee_2020_LUAD,0
Alveolar epithelium_Normal,LN_05_Kim_Lee_2020_LUAD,0
Alveolar epithelium_Normal,LN_06_Kim_Lee_2020_LUAD,0
Alveolar epithelium_Normal,LN_07_Kim_Lee_2020_LUAD,0
Alveolar epithelium_Normal,LN_08_Kim_Lee_2020_LUAD,0
Alveolar epithelium_Normal,LN_11_Kim_Lee_2020_LUAD,0
Alveolar epithelium_Normal,LN_12_Kim_Lee_2020_LUAD,0
Alveolar epithelium_Normal,LUNG_N01_Kim_Lee_2020_LUAD,154
Alveolar epithelium_Normal,LUNG_N06_Kim_Lee_2020_LUAD,110
Alveolar epithelium_Normal,LUNG_N08_Kim_Lee_2020_LUAD,196
Alveolar epithelium_Normal,LUNG_N09_Kim_Lee_2020_LUAD,348
Alveolar epithelium_Normal,LUNG_N18_Kim_Lee_2020_LUAD,168
Alveolar epithelium_Normal,LUNG_N19_Kim_Lee_2020_LUAD,153
Alveolar epithelium_Normal,LUNG_N20_Kim_Lee_2020_LUAD,235
Alveolar epithelium_Normal,LUNG_N28_Kim_Lee_2020_LUAD,221
Alveolar epithelium_Normal,LUNG_N30_Kim_Lee_2020_LUAD,105
Alveolar epithelium_Normal,LUNG_N31_Kim_Lee_2020_LUAD,333
Alveolar epithelium_Normal,LUNG_N34_Kim_Lee_2020_LUAD,502
Alveolar epithelium_Normal,LUNG_T06_Kim_Lee_2020_LUAD,71
Alveolar epithelium_Normal,LUNG_T08_Kim_Lee_2020_LUAD,17
Alveolar epithelium_Normal,LUNG_T09_Kim_Lee_2020_LUAD,108
Alveolar epithelium_Normal,LUNG_T18_Kim_Lee_2020_LUAD,6
Alveolar epithelium_Normal,LUNG_T19_Kim_Lee_2020_LUAD,170
Alveolar epithelium_Normal,LUNG_T20_Kim_Lee_2020_LUAD,312
Alveolar epithelium_Normal,LUNG_T25_Kim_Lee_2020_LUAD,163
Alveolar epithelium_Normal,LUNG_T28_Kim_Lee_2020_LUAD,383
Alveolar epithelium_Normal,LUNG_T30_Kim_Lee_2020_LUAD,739
Alveolar epithelium_Normal,LUNG_T31_Kim_Lee_2020_LUAD,129
Alveolar epithelium_Normal,LUNG_T34_Kim_Lee_2020_LUAD,1873
Alveolar epithelium_Normal,NS_02_Kim_Lee_2020_LUAD,1
Alveolar epithelium_Normal,NS_03_Kim_Lee_2020_LUAD,3
Alveolar epithelium_Normal,NS_04_Kim_Lee_2020_LUAD,14
Alveolar epithelium_Normal,NS_06_Kim_Lee_2020_LUAD,30
Alveolar epithelium_Normal,NS_07_Kim_Lee_2020_LUAD,0
Alveolar epithelium_Normal,NS_12_Kim_Lee_2020_LUAD,1307
Alveolar epithelium_Normal,NS_13_Kim_Lee_2020_LUAD,1289
Alveolar epithelium_Normal,NS_16_Kim_Lee_2020_LUAD,27
Alveolar epithelium_Normal,NS_17_Kim_Lee_2020_LUAD,0
Alveolar epithelium_Normal,NS_19_Kim_Lee_2020_LUAD,2
Alveolar epithelium_Tumor,BRONCHO_11_Kim_Lee_2020_LUAD,0
Alveolar epithelium_Tumor,BRONCHO_58_Kim_Lee_2020_LUAD,2
Alveolar epithelium_Tumor,EBUS_06_Kim_Lee_2020_LUAD,0
Alveolar epithelium_Tumor,EBUS_10_Kim_Lee_2020_LUAD,10
Alveolar epithelium_Tumor,EBUS_12_Kim_Lee_2020_LUAD,0
Alveolar epithelium_Tumor,EBUS_13_Kim_Lee_2020_LUAD,0
Alveolar epithelium_Tumor,EBUS_15_Kim_Lee_2020_LUAD,54
Alveolar epithelium_Tumor,EBUS_19_Kim_Lee_2020_LUAD,3
Alveolar epithelium_Tumor,EBUS_28_Kim_Lee_2020_LUAD,29
Alveolar epithelium_Tumor,EBUS_49_Kim_Lee_2020_LUAD,0
Alveolar epithelium_Tumor,EBUS_51_Kim_Lee_2020_LUAD,4
Alveolar epithelium_Tumor,EFFUSION_06_Kim_Lee_2020_LUAD,1
Alveolar epithelium_Tumor,EFFUSION_11_Kim_Lee_2020_LUAD,0
Alveolar epithelium_Tumor,EFFUSION_12_Kim_Lee_2020_LUAD,0
Alveolar epithelium_Tumor,EFFUSION_13_Kim_Lee_2020_LUAD,0
Alveolar epithelium_Tumor,EFFUSION_64_Kim_Lee_2020_LUAD,0
Alveolar epithelium_Tumor,LN_01_Kim_Lee_2020_LUAD,0
Alveolar epithelium_Tumor,LN_02_Kim_Lee_2020_LUAD,0
Alveolar epithelium_Tumor,LN_03_Kim_Lee_2020_LUAD,0
Alveolar epithelium_Tumor,LN_04_Kim_Lee_2020_LUAD,0
Alveolar epithelium_Tumor,LN_05_Kim_Lee_2020_LUAD,0
Alveolar epithelium_Tumor,LN_06_Kim_Lee_2020_LUAD,0
Alveolar epithelium_Tumor,LN_07_Kim_Lee_2020_LUAD,0
Alveolar epithelium_Tumor,LN_08_Kim_Lee_2020_LUAD,0
Alveolar epithelium_Tumor,LN_11_Kim_Lee_2020_LUAD,0
Alveolar epithelium_Tumor,LN_12_Kim_Lee_2020_LUAD,0
Alveolar epithelium_Tumor,LUNG_N01_Kim_Lee_2020_LUAD,0
Alveolar epithelium_Tumor,LUNG_N06_Kim_Lee_2020_LUAD,0
Alveolar epithelium_Tumor,LUNG_N08_Kim_Lee_2020_LUAD,0
Alveolar epithelium_Tumor,LUNG_N09_Kim_Lee_2020_LUAD,0
Alveolar epithelium_Tumor,LUNG_N18_Kim_Lee_2020_LUAD,0
Alveolar epithelium_Tumor,LUNG_N19_Kim_Lee_2020_LUAD,0
Alveolar epithelium_Tumor,LUNG_N20_Kim_Lee_2020_LUAD,0
Alveolar epithelium_Tumor,LUNG_N28_Kim_Lee_2020_LUAD,0
Alveolar epithelium_Tumor,LUNG_N30_Kim_Lee_2020_LUAD,1
Alveolar epithelium_Tumor,LUNG_N31_Kim_Lee_2020_LUAD,0
Alveolar epithelium_Tumor,LUNG_N34_Kim_Lee_2020_LUAD,0
Alveolar epithelium_Tumor,LUNG_T06_Kim_Lee_2020_LUAD,0
Alveolar epithelium_Tumor,LUNG_T08_Kim_Lee_2020_LUAD,0
Alveolar epithelium_Tumor,LUNG_T09_Kim_Lee_2020_LUAD,0
Alveolar epithelium_Tumor,LUNG_T18_Kim_Lee_2020_LUAD,0
Alveolar epithelium_Tumor,LUNG_T19_Kim_Lee_2020_LUAD,0
Alveolar epithelium_Tumor,LUNG_T20_Kim_Lee_2020_LUAD,13
Alveolar epithelium_Tumor,LUNG_T25_Kim_Lee_2020_LUAD,0
Alveolar epithelium_Tumor,LUNG_T28_Kim_Lee_2020_LUAD,3
Alveolar epithelium_Tumor,LUNG_T30_Kim_Lee_2020_LUAD,0
Alveolar epithelium_Tumor,LUNG_T31_Kim_Lee_2020_LUAD,8
Alveolar epithelium_Tumor,LUNG_T34_Kim_Lee_2020_LUAD,0
Alveolar epithelium_Tumor,NS_02_Kim_Lee_2020_LUAD,7
Alveolar epithelium_Tumor,NS_03_Kim_Lee_2020_LUAD,359
Alveolar epithelium_Tumor,NS_04_Kim_Lee_2020_LUAD,0
Alveolar epithelium_Tumor,NS_06_Kim_Lee_2020_LUAD,12
Alveolar epithelium_Tumor,NS_07_Kim_Lee_2020_LUAD,15
Alveolar epithelium_Tumor,NS_12_Kim_Lee_2020_LUAD,322
Alveolar epithelium_Tumor,NS_13_Kim_Lee_2020_LUAD,0
Alveolar epithelium_Tumor,NS_16_Kim_Lee_2020_LUAD,0
Alveolar epithelium_Tumor,NS_17_Kim_Lee_2020_LUAD,0
Alveolar epithelium_Tumor,NS_19_Kim_Lee_2020_LUAD,1
Blood vessels_Normal,BRONCHO_11_Kim_Lee_2020_LUAD,2
Blood vessels_Normal,BRONCHO_58_Kim_Lee_2020_LUAD,12
Blood vessels_Normal,EBUS_06_Kim_Lee_2020_LUAD,2
Blood vessels_Normal,EBUS_10_Kim_Lee_2020_LUAD,0
Blood vessels_Normal,EBUS_12_Kim_Lee_2020_LUAD,1
Blood vessels_Normal,EBUS_13_Kim_Lee_2020_LUAD,0
Blood vessels_Normal,EBUS_15_Kim_Lee_2020_LUAD,0
Blood vessels_Normal,EBUS_19_Kim_Lee_2020_LUAD,2
Blood vessels_Normal,EBUS_28_Kim_Lee_2020_LUAD,5
Blood vessels_Normal,EBUS_49_Kim_Lee_2020_LUAD,0
Blood vessels_Normal,EBUS_51_Kim_Lee_2020_LUAD,0
Blood vessels_Normal,EFFUSION_06_Kim_Lee_2020_LUAD,0
Blood vessels_Normal,EFFUSION_11_Kim_Lee_2020_LUAD,0
Blood vessels_Normal,EFFUSION_12_Kim_Lee_2020_LUAD,0
Blood vessels_Normal,EFFUSION_13_Kim_Lee_2020_LUAD,0
Blood vessels_Normal,EFFUSION_64_Kim_Lee_2020_LUAD,0
Blood vessels_Normal,LN_01_Kim_Lee_2020_LUAD,1
Blood vessels_Normal,LN_02_Kim_Lee_2020_LUAD,1
Blood vessels_Normal,LN_03_Kim_Lee_2020_LUAD,0
Blood vessels_Normal,LN_04_Kim_Lee_2020_LUAD,0
Blood vessels_Normal,LN_05_Kim_Lee_2020_LUAD,0
Blood vessels_Normal,LN_06_Kim_Lee_2020_LUAD,0
Blood vessels_Normal,LN_07_Kim_Lee_2020_LUAD,2
Blood vessels_Normal,LN_08_Kim_Lee_2020_LUAD,1
Blood vessels_Normal,LN_11_Kim_Lee_2020_LUAD,3
Blood vessels_Normal,LN_12_Kim_Lee_2020_LUAD,1
Blood vessels_Normal,LUNG_N01_Kim_Lee_2020_LUAD,30
Blood vessels_Normal,LUNG_N06_Kim_Lee_2020_LUAD,6
Blood vessels_Normal,LUNG_N08_Kim_Lee_2020_LUAD,107
Blood vessels_Normal,LUNG_N09_Kim_Lee_2020_LUAD,46
Blood vessels_Normal,LUNG_N18_Kim_Lee_2020_LUAD,131
Blood vessels_Normal,LUNG_N19_Kim_Lee_2020_LUAD,369
Blood vessels_Normal,LUNG_N20_Kim_Lee_2020_LUAD,59
Blood vessels_Normal,LUNG_N28_Kim_Lee_2020_LUAD,6
Blood vessels_Normal,LUNG_N30_Kim_Lee_2020_LUAD,108
Blood vessels_Normal,LUNG_N31_Kim_Lee_2020_LUAD,106
Blood vessels_Normal,LUNG_N34_Kim_Lee_2020_LUAD,61
Blood vessels_Normal,LUNG_T06_Kim_Lee_2020_LUAD,51
Blood vessels_Normal,LUNG_T08_Kim_Lee_2020_LUAD,9
Blood vessels_Normal,LUNG_T09_Kim_Lee_2020_LUAD,25
Blood vessels_Normal,LUNG_T18_Kim_Lee_2020_LUAD,16
Blood vessels_Normal,LUNG_T19_Kim_Lee_2020_LUAD,147
Blood vessels_Normal,LUNG_T20_Kim_Lee_2020_LUAD,2
Blood vessels_Normal,LUNG_T25_Kim_Lee_2020_LUAD,29
Blood vessels_Normal,LUNG_T28_Kim_Lee_2020_LUAD,19
Blood vessels_Normal,LUNG_T30_Kim_Lee_2020_LUAD,149
Blood vessels_Normal,LUNG_T31_Kim_Lee_2020_LUAD,90
Blood vessels_Normal,LUNG_T34_Kim_Lee_2020_LUAD,16
Blood vessels_Normal,NS_02_Kim_Lee_2020_LUAD,0
Blood vessels_Normal,NS_03_Kim_Lee_2020_LUAD,6
Blood vessels_Normal,NS_04_Kim_Lee_2020_LUAD,52
Blood vessels_Normal,NS_06_Kim_Lee_2020_LUAD,3
Blood vessels_Normal,NS_07_Kim_Lee_2020_LUAD,24
Blood vessels_Normal,NS_12_Kim_Lee_2020_LUAD,15
Blood vessels_Normal,NS_13_Kim_Lee_2020_LUAD,4
Blood vessels_Normal,NS_16_Kim_Lee_2020_LUAD,4
Blood vessels_Normal,NS_17_Kim_Lee_2020_LUAD,17
Blood vessels_Normal,NS_19_Kim_Lee_2020_LUAD,25
Fibroblast lineage_Normal,BRONCHO_11_Kim_Lee_2020_LUAD,3
Fibroblast lineage_Normal,BRONCHO_58_Kim_Lee_2020_LUAD,63
Fibroblast lineage_Normal,EBUS_06_Kim_Lee_2020_LUAD,0
Fibroblast lineage_Normal,EBUS_10_Kim_Lee_2020_LUAD,6
Fibroblast lineage_Normal,EBUS_12_Kim_Lee_2020_LUAD,13
Fibroblast lineage_Normal,EBUS_13_Kim_Lee_2020_LUAD,0
Fibroblast lineage_Normal,EBUS_15_Kim_Lee_2020_LUAD,0
Fibroblast lineage_Normal,EBUS_19_Kim_Lee_2020_LUAD,2
Fibroblast lineage_Normal,EBUS_28_Kim_Lee_2020_LUAD,9
Fibroblast lineage_Normal,EBUS_49_Kim_Lee_2020_LUAD,1
Fibroblast lineage_Normal,EBUS_51_Kim_Lee_2020_LUAD,0
Fibroblast lineage_Normal,EFFUSION_06_Kim_Lee_2020_LUAD,0
Fibroblast lineage_Normal,EFFUSION_11_Kim_Lee_2020_LUAD,0
Fibroblast lineage_Normal,EFFUSION_12_Kim_Lee_2020_LUAD,0
Fibroblast lineage_Normal,EFFUSION_13_Kim_Lee_2020_LUAD,0
Fibroblast lineage_Normal,EFFUSION_64_Kim_Lee_2020_LUAD,0
Fibroblast lineage_Normal,LN_01_Kim_Lee_2020_LUAD,1
Fibroblast lineage_Normal,LN_02_Kim_Lee_2020_LUAD,2
Fibroblast lineage_Normal,LN_03_Kim_Lee_2020_LUAD,1
Fibroblast lineage_Normal,LN_04_Kim_Lee_2020_LUAD,2
Fibroblast lineage_Normal,LN_05_Kim_Lee_2020_LUAD,10
Fibroblast lineage_Normal,LN_06_Kim_Lee_2020_LUAD,1
Fibroblast lineage_Normal,LN_07_Kim_Lee_2020_LUAD,2
Fibroblast lineage_Normal,LN_08_Kim_Lee_2020_LUAD,3
Fibroblast lineage_Normal,LN_11_Kim_Lee_2020_LUAD,1
Fibroblast lineage_Normal,LN_12_Kim_Lee_2020_LUAD,8
Fibroblast lineage_Normal,LUNG_N01_Kim_Lee_2020_LUAD,13
Fibroblast lineage_Normal,LUNG_N06_Kim_Lee_2020_LUAD,9
Fibroblast lineage_Normal,LUNG_N08_Kim_Lee_2020_LUAD,17
Fibroblast lineage_Normal,LUNG_N09_Kim_Lee_2020_LUAD,46
Fibroblast lineage_Normal,LUNG_N18_Kim_Lee_2020_LUAD,142
Fibroblast lineage_Normal,LUNG_N19_Kim_Lee_2020_LUAD,63
Fibroblast lineage_Normal,LUNG_N20_Kim_Lee_2020_LUAD,12
Fibroblast lineage_Normal,LUNG_N28_Kim_Lee_2020_LUAD,10
Fibroblast lineage_Normal,LUNG_N30_Kim_Lee_2020_LUAD,211
Fibroblast lineage_Normal,LUNG_N31_Kim_Lee_2020_LUAD,798
Fibroblast lineage_Normal,LUNG_N34_Kim_Lee_2020_LUAD,157
Fibroblast lineage_Normal,LUNG_T06_Kim_Lee_2020_LUAD,419
Fibroblast lineage_Normal,LUNG_T08_Kim_Lee_2020_LUAD,198
Fibroblast lineage_Normal,LUNG_T09_Kim_Lee_2020_LUAD,15
Fibroblast lineage_Normal,LUNG_T18_Kim_Lee_2020_LUAD,139
Fibroblast lineage_Normal,LUNG_T19_Kim_Lee_2020_LUAD,97
Fibroblast lineage_Normal,LUNG_T20_Kim_Lee_2020_LUAD,14
Fibroblast lineage_Normal,LUNG_T25_Kim_Lee_2020_LUAD,20
Fibroblast lineage_Normal,LUNG_T28_Kim_Lee_2020_LUAD,35
Fibroblast lineage_Normal,LUNG_T30_Kim_Lee_2020_LUAD,67
Fibroblast lineage_Normal,LUNG_T31_Kim_Lee_2020_LUAD,434
Fibroblast lineage_Normal,LUNG_T34_Kim_Lee_2020_LUAD,22
Fibroblast lineage_Normal,NS_02_Kim_Lee_2020_LUAD,3
Fibroblast lineage_Normal,NS_03_Kim_Lee_2020_LUAD,2
Fibroblast lineage_Normal,NS_04_Kim_Lee_2020_LUAD,54
Fibroblast lineage_Normal,NS_06_Kim_Lee_2020_LUAD,25
Fibroblast lineage_Normal,NS_07_Kim_Lee_2020_LUAD,14
Fibroblast lineage_Normal,NS_12_Kim_Lee_2020_LUAD,13
Fibroblast lineage_Normal,NS_13_Kim_Lee_2020_LUAD,7
