,cell_type_tumor,sample,0
3336,Tumor cells LUAD MSLN,Maynard_Bivona_2020_LT_S52,0
3337,Tumor cells LUAD MSLN,Maynard_Bivona_2020_LT_S56,0
3338,Tumor cells LUAD MSLN,Maynard_Bivona_2020_LT_S57,0
3339,Tumor cells LUAD MSLN,Maynard_Bivona_2020_LT_S58,0
3340,Tumor cells LUAD MSLN,Maynard_Bivona_2020_LT_S67,0
3341,Tumor cells LUAD MSLN,Maynard_Bivona_2020_LT_S71,0
3342,Tumor cells LUAD MSLN,Maynard_Bivona_2020_LT_S74,0
3343,Tumor cells LUAD MSLN,Maynard_Bivona_2020_LT_S79,0
3344,Tumor cells LUAD MSLN,Maynard_Bivona_2020_LT_S82,0
3345,Tumor cells LUAD MSLN,UKIM-V-2_P7_tumor_primary,7
3346,Tumor cells LUAD MSLN,UKIM-V-2_P11_tumor_primary,4
3347,Tumor cells LUAD MSLN,UKIM-V-2_P12_tumor_primary,0
3348,Tumor cells LUAD MSLN,UKIM-V-2_P15_tumor_primary,1
3349,Tumor cells LUAD MSLN,Wu_Zhou_2021_GSM4453576,0
3350,Tumor cells LUAD MSLN,Wu_Zhou_2021_GSM4453577,0
3351,Tumor cells LUAD MSLN,Wu_Zhou_2021_GSM4453578,0
3352,Tumor cells LUAD MSLN,Wu_Zhou_2021_GSM4453579,0
3353,Tumor cells LUAD MSLN,Wu_Zhou_2021_GSM4453580,0
3354,Tumor cells LUAD MSLN,Wu_Zhou_2021_GSM4453581,0
3355,Tumor cells LUAD MSLN,Wu_Zhou_2021_GSM4453582,0
3356,Tumor cells LUAD MSLN,Wu_Zhou_2021_GSM4453583,0
3357,Tumor cells LUAD MSLN,Wu_Zhou_2021_GSM4453584,0
3358,Tumor cells LUAD MSLN,Wu_Zhou_2021_GSM4453585,0
3359,Tumor cells LUAD MSLN,Wu_Zhou_2021_GSM4453586,0
3360,Tumor cells LUAD MSLN,Wu_Zhou_2021_GSM4453587,0
3361,Tumor cells LUAD MSLN,Wu_Zhou_2021_GSM4453588,0
3362,Tumor cells LUAD MSLN,Wu_Zhou_2021_GSM4453589,0
3363,Tumor cells LUAD MSLN,Wu_Zhou_2021_GSM4453590,0
3364,Tumor cells LUAD MSLN,Wu_Zhou_2021_GSM4453591,0
3365,Tumor cells LUAD MSLN,Wu_Zhou_2021_GSM4453592,0
3366,Tumor cells LUAD MSLN,Wu_Zhou_2021_GSM4453593,0
3367,Tumor cells LUAD MSLN,Wu_Zhou_2021_GSM4453594,0
3368,Tumor cells LUAD MSLN,Wu_Zhou_2021_GSM4453595,0
3369,Tumor cells LUAD MSLN,Wu_Zhou_2021_GSM4453596,0
3370,Tumor cells LUAD MSLN,Wu_Zhou_2021_GSM4453597,0
3371,Tumor cells LUAD MSLN,Wu_Zhou_2021_GSM4453598,0
3372,Tumor cells LUAD MSLN,Wu_Zhou_2021_GSM4453599,0
3373,Tumor cells LUAD MSLN,Wu_Zhou_2021_GSM4453600,0
3374,Tumor cells LUAD MSLN,Wu_Zhou_2021_GSM4453601,0
3375,Tumor cells LUAD MSLN,Wu_Zhou_2021_GSM4453602,0
3376,Tumor cells LUAD MSLN,Wu_Zhou_2021_GSM4453603,0
3377,Tumor cells LUAD MSLN,Wu_Zhou_2021_GSM4453604,0
3378,Tumor cells LUAD MSLN,Wu_Zhou_2021_GSM4453605,0
3379,Tumor cells LUAD MSLN,Wu_Zhou_2021_GSM4453606,0
3380,Tumor cells LUAD MSLN,Wu_Zhou_2021_GSM4453607,0
3381,Tumor cells LUAD MSLN,Wu_Zhou_2021_GSM4453608,0
3382,Tumor cells LUAD MSLN,Wu_Zhou_2021_GSM4453609,0
3383,Tumor cells LUAD MSLN,Wu_Zhou_2021_GSM4453610,0
3384,Tumor cells LUAD MSLN,Wu_Zhou_2021_GSM4453611,0
3385,Tumor cells LUAD MSLN,Wu_Zhou_2021_GSM4453612,0
3386,Tumor cells LUAD MSLN,Wu_Zhou_2021_GSM4453613,0
3387,Tumor cells LUAD MSLN,Wu_Zhou_2021_GSM4453614,0
3388,Tumor cells LUAD MSLN,Wu_Zhou_2021_GSM4453615,0
3389,Tumor cells LUAD MSLN,Wu_Zhou_2021_GSM4453616,0
3390,Tumor cells LUAD MSLN,Wu_Zhou_2021_GSM4453617,0
3391,Tumor cells LUAD MSLN,Zilionis_Klein_2019_p2t1,0
3392,Tumor cells LUAD MSLN,Zilionis_Klein_2019_p2t2,0
3393,Tumor cells LUAD MSLN,Zilionis_Klein_2019_p3t1,0
3394,Tumor cells LUAD MSLN,Zilionis_Klein_2019_p3t2,0
3395,Tumor cells LUAD MSLN,Zilionis_Klein_2019_p3t3,0
3396,Tumor cells LUAD MSLN,Zilionis_Klein_2019_p5t1,0
3397,Tumor cells LUAD MSLN,Zilionis_Klein_2019_p5t2,0
3398,Tumor cells LUAD MSLN,Zilionis_Klein_2019_p7t1,0
3399,Tumor cells LUAD MSLN,Zilionis_Klein_2019_p7t2,0
3400,Tumor cells LUAD NE,Chen_Zhang_2020_NSCLC-4,0
3401,Tumor cells LUAD NE,Chen_Zhang_2020_NSCLC-5,0
3402,Tumor cells LUAD NE,Chen_Zhang_2020_NSCLC-8,0
3403,Tumor cells LUAD NE,Chen_Zhang_2020_NSCLC-9,0
3404,Tumor cells LUAD NE,Chen_Zhang_2020_NSCLC-10,0
3405,Tumor cells LUAD NE,Kim_Lee_2020_BRONCHO_58,0
3406,Tumor cells LUAD NE,Kim_Lee_2020_EBUS_06,0
3407,Tumor cells LUAD NE,Kim_Lee_2020_EBUS_28,0
3408,Tumor cells LUAD NE,Kim_Lee_2020_EBUS_49,0
3409,Tumor cells LUAD NE,Kim_Lee_2020_LUNG_T28,0
3410,Tumor cells LUAD NE,Kim_Lee_2020_LUNG_T31,0
3411,Tumor cells LUAD NE,Lambrechts_Thienpont_2018_6149v2_BT1290,0
3412,Tumor cells LUAD NE,Lambrechts_Thienpont_2018_6149v2_BT1291,0
3413,Tumor cells LUAD NE,Lambrechts_Thienpont_2018_6149v2_BT1292,0
3414,Tumor cells LUAD NE,Lambrechts_Thienpont_2018_6653_scrBT1430m,0
3415,Tumor cells LUAD NE,Lambrechts_Thienpont_2018_6653_scrBT1431m,0
3416,Tumor cells LUAD NE,Lambrechts_Thienpont_2018_6653_scrBT1432m,0
3417,Tumor cells LUAD NE,Laughney_Massague_2020_GSM3516665,0
3418,Tumor cells LUAD NE,Maynard_Bivona_2020_LT_S01,0
3419,Tumor cells LUAD NE,Maynard_Bivona_2020_LT_S11,0
3420,Tumor cells LUAD NE,Maynard_Bivona_2020_LT_S42,0
3421,Tumor cells LUAD NE,Maynard_Bivona_2020_LT_S52,0
3422,Tumor cells LUAD NE,Maynard_Bivona_2020_LT_S56,0
3423,Tumor cells LUAD NE,Maynard_Bivona_2020_LT_S57,0
3424,Tumor cells LUAD NE,Maynard_Bivona_2020_LT_S58,0
3425,Tumor cells LUAD NE,Maynard_Bivona_2020_LT_S67,0
3426,Tumor cells LUAD NE,Maynard_Bivona_2020_LT_S71,0
3427,Tumor cells LUAD NE,Maynard_Bivona_2020_LT_S74,0
3428,Tumor cells LUAD NE,Maynard_Bivona_2020_LT_S79,0
3429,Tumor cells LUAD NE,Maynard_Bivona_2020_LT_S82,0
3430,Tumor cells LUAD NE,UKIM-V-2_P7_tumor_primary,0
3431,Tumor cells LUAD NE,UKIM-V-2_P11_tumor_primary,0
3432,Tumor cells LUAD NE,UKIM-V-2_P12_tumor_primary,7
3433,Tumor cells LUAD NE,UKIM-V-2_P15_tumor_primary,0
3434,Tumor cells LUAD NE,Wu_Zhou_2021_GSM4453576,0
3435,Tumor cells LUAD NE,Wu_Zhou_2021_GSM4453577,0
3436,Tumor cells LUAD NE,Wu_Zhou_2021_GSM4453578,0
3437,Tumor cells LUAD NE,Wu_Zhou_2021_GSM4453579,0
3438,Tumor cells LUAD NE,Wu_Zhou_2021_GSM4453580,0
3439,Tumor cells LUAD NE,Wu_Zhou_2021_GSM4453581,0
3440,Tumor cells LUAD NE,Wu_Zhou_2021_GSM4453582,0
3441,Tumor cells LUAD NE,Wu_Zhou_2021_GSM4453583,0
3442,Tumor cells LUAD NE,Wu_Zhou_2021_GSM4453584,0
3443,Tumor cells LUAD NE,Wu_Zhou_2021_GSM4453585,2
3444,Tumor cells LUAD NE,Wu_Zhou_2021_GSM4453586,0
3445,Tumor cells LUAD NE,Wu_Zhou_2021_GSM4453587,0
3446,Tumor cells LUAD NE,Wu_Zhou_2021_GSM4453588,0
3447,Tumor cells LUAD NE,Wu_Zhou_2021_GSM4453589,0
3448,Tumor cells LUAD NE,Wu_Zhou_2021_GSM4453590,0
3449,Tumor cells LUAD NE,Wu_Zhou_2021_GSM4453591,0
3450,Tumor cells LUAD NE,Wu_Zhou_2021_GSM4453592,1
3451,Tumor cells LUAD NE,Wu_Zhou_2021_GSM4453593,0
3452,Tumor cells LUAD NE,Wu_Zhou_2021_GSM4453594,0
3453,Tumor cells LUAD NE,Wu_Zhou_2021_GSM4453595,0
3454,Tumor cells LUAD NE,Wu_Zhou_2021_GSM4453596,0
3455,Tumor cells LUAD NE,Wu_Zhou_2021_GSM4453597,0
3456,Tumor cells LUAD NE,Wu_Zhou_2021_GSM4453598,0
3457,Tumor cells LUAD NE,Wu_Zhou_2021_GSM4453599,0
3458,Tumor cells LUAD NE,Wu_Zhou_2021_GSM4453600,0
3459,Tumor cells LUAD NE,Wu_Zhou_2021_GSM4453601,0
3460,Tumor cells LUAD NE,Wu_Zhou_2021_GSM4453602,0
3461,Tumor cells LUAD NE,Wu_Zhou_2021_GSM4453603,0
3462,Tumor cells LUAD NE,Wu_Zhou_2021_GSM4453604,0
3463,Tumor cells LUAD NE,Wu_Zhou_2021_GSM4453605,0
3464,Tumor cells LUAD NE,Wu_Zhou_2021_GSM4453606,0
3465,Tumor cells LUAD NE,Wu_Zhou_2021_GSM4453607,0
3466,Tumor cells LUAD NE,Wu_Zhou_2021_GSM4453608,0
3467,Tumor cells LUAD NE,Wu_Zhou_2021_GSM4453609,0
3468,Tumor cells LUAD NE,Wu_Zhou_2021_GSM4453610,0
3469,Tumor cells LUAD NE,Wu_Zhou_2021_GSM4453611,0
3470,Tumor cells LUAD NE,Wu_Zhou_2021_GSM4453612,0
3471,Tumor cells LUAD NE,Wu_Zhou_2021_GSM4453613,0
3472,Tumor cells LUAD NE,Wu_Zhou_2021_GSM4453614,0
3473,Tumor cells LUAD NE,Wu_Zhou_2021_GSM4453615,0
3474,Tumor cells LUAD NE,Wu_Zhou_2021_GSM4453616,3
3475,Tumor cells LUAD NE,Wu_Zhou_2021_GSM4453617,0
3476,Tumor cells LUAD NE,Zilionis_Klein_2019_p2t1,0
3477,Tumor cells LUAD NE,Zilionis_Klein_2019_p2t2,0
3478,Tumor cells LUAD NE,Zilionis_Klein_2019_p3t1,0
3479,Tumor cells LUAD NE,Zilionis_Klein_2019_p3t2,0
3480,Tumor cells LUAD NE,Zilionis_Klein_2019_p3t3,0
3481,Tumor cells LUAD NE,Zilionis_Klein_2019_p5t1,0
3482,Tumor cells LUAD NE,Zilionis_Klein_2019_p5t2,0
3483,Tumor cells LUAD NE,Zilionis_Klein_2019_p7t1,0
3484,Tumor cells LUAD NE,Zilionis_Klein_2019_p7t2,0
3485,Tumor cells LUAD mitotic,Chen_Zhang_2020_NSCLC-4,0
3486,Tumor cells LUAD mitotic,Chen_Zhang_2020_NSCLC-5,1
3487,Tumor cells LUAD mitotic,Chen_Zhang_2020_NSCLC-8,437
3488,Tumor cells LUAD mitotic,Chen_Zhang_2020_NSCLC-9,33
3489,Tumor cells LUAD mitotic,Chen_Zhang_2020_NSCLC-10,18
3490,Tumor cells LUAD mitotic,Kim_Lee_2020_BRONCHO_58,16
3491,Tumor cells LUAD mitotic,Kim_Lee_2020_EBUS_06,26
3492,Tumor cells LUAD mitotic,Kim_Lee_2020_EBUS_28,233
3493,Tumor cells LUAD mitotic,Kim_Lee_2020_EBUS_49,0
3494,Tumor cells LUAD mitotic,Kim_Lee_2020_LUNG_T28,44
3495,Tumor cells LUAD mitotic,Kim_Lee_2020_LUNG_T31,3
3496,Tumor cells LUAD mitotic,Lambrechts_Thienpont_2018_6149v2_BT1290,67
3497,Tumor cells LUAD mitotic,Lambrechts_Thienpont_2018_6149v2_BT1291,25
3498,Tumor cells LUAD mitotic,Lambrechts_Thienpont_2018_6149v2_BT1292,22
3499,Tumor cells LUAD mitotic,Lambrechts_Thienpont_2018_6653_scrBT1430m,0
3500,Tumor cells LUAD mitotic,Lambrechts_Thienpont_2018_6653_scrBT1431m,0
3501,Tumor cells LUAD mitotic,Lambrechts_Thienpont_2018_6653_scrBT1432m,0
3502,Tumor cells LUAD mitotic,Laughney_Massague_2020_GSM3516665,1
3503,Tumor cells LUAD mitotic,Maynard_Bivona_2020_LT_S01,0
3504,Tumor cells LUAD mitotic,Maynard_Bivona_2020_LT_S11,0
3505,Tumor cells LUAD mitotic,Maynard_Bivona_2020_LT_S42,0
3506,Tumor cells LUAD mitotic,Maynard_Bivona_2020_LT_S52,0
3507,Tumor cells LUAD mitotic,Maynard_Bivona_2020_LT_S56,1
3508,Tumor cells LUAD mitotic,Maynard_Bivona_2020_LT_S57,3
3509,Tumor cells LUAD mitotic,Maynard_Bivona_2020_LT_S58,0
3510,Tumor cells LUAD mitotic,Maynard_Bivona_2020_LT_S67,0
3511,Tumor cells LUAD mitotic,Maynard_Bivona_2020_LT_S71,2
3512,Tumor cells LUAD mitotic,Maynard_Bivona_2020_LT_S74,2
3513,Tumor cells LUAD mitotic,Maynard_Bivona_2020_LT_S79,2
3514,Tumor cells LUAD mitotic,Maynard_Bivona_2020_LT_S82,1
3515,Tumor cells LUAD mitotic,UKIM-V-2_P7_tumor_primary,0
3516,Tumor cells LUAD mitotic,UKIM-V-2_P11_tumor_primary,18
3517,Tumor cells LUAD mitotic,UKIM-V-2_P12_tumor_primary,10
3518,Tumor cells LUAD mitotic,UKIM-V-2_P15_tumor_primary,14
3519,Tumor cells LUAD mitotic,Wu_Zhou_2021_GSM4453576,7
3520,Tumor cells LUAD mitotic,Wu_Zhou_2021_GSM4453577,9
3521,Tumor cells LUAD mitotic,Wu_Zhou_2021_GSM4453578,7
3522,Tumor cells LUAD mitotic,Wu_Zhou_2021_GSM4453579,0
3523,Tumor cells LUAD mitotic,Wu_Zhou_2021_GSM4453580,202
3524,Tumor cells LUAD mitotic,Wu_Zhou_2021_GSM4453581,0
3525,Tumor cells LUAD mitotic,Wu_Zhou_2021_GSM4453582,2
3526,Tumor cells LUAD mitotic,Wu_Zhou_2021_GSM4453583,9
3527,Tumor cells LUAD mitotic,Wu_Zhou_2021_GSM4453584,1129
3528,Tumor cells LUAD mitotic,Wu_Zhou_2021_GSM4453585,6
3529,Tumor cells LUAD mitotic,Wu_Zhou_2021_GSM4453586,0
3530,Tumor cells LUAD mitotic,Wu_Zhou_2021_GSM4453587,7
3531,Tumor cells LUAD mitotic,Wu_Zhou_2021_GSM4453588,4
3532,Tumor cells LUAD mitotic,Wu_Zhou_2021_GSM4453589,1
3533,Tumor cells LUAD mitotic,Wu_Zhou_2021_GSM4453590,9
3534,Tumor cells LUAD mitotic,Wu_Zhou_2021_GSM4453591,105
3535,Tumor cells LUAD mitotic,Wu_Zhou_2021_GSM4453592,2
3536,Tumor cells LUAD mitotic,Wu_Zhou_2021_GSM4453593,5
3537,Tumor cells LUAD mitotic,Wu_Zhou_2021_GSM4453594,0
3538,Tumor cells LUAD mitotic,Wu_Zhou_2021_GSM4453595,23
3539,Tumor cells LUAD mitotic,Wu_Zhou_2021_GSM4453596,93
3540,Tumor cells LUAD mitotic,Wu_Zhou_2021_GSM4453597,2
3541,Tumor cells LUAD mitotic,Wu_Zhou_2021_GSM4453598,4
3542,Tumor cells LUAD mitotic,Wu_Zhou_2021_GSM4453599,49
3543,Tumor cells LUAD mitotic,Wu_Zhou_2021_GSM4453600,16
3544,Tumor cells LUAD mitotic,Wu_Zhou_2021_GSM4453601,0
3545,Tumor cells LUAD mitotic,Wu_Zhou_2021_GSM4453602,0
3546,Tumor cells LUAD mitotic,Wu_Zhou_2021_GSM4453603,21
3547,Tumor cells LUAD mitotic,Wu_Zhou_2021_GSM4453604,0
3548,Tumor cells LUAD mitotic,Wu_Zhou_2021_GSM4453605,0
3549,Tumor cells LUAD mitotic,Wu_Zhou_2021_GSM4453606,0
3550,Tumor cells LUAD mitotic,Wu_Zhou_2021_GSM4453607,10
3551,Tumor cells LUAD mitotic,Wu_Zhou_2021_GSM4453608,36
3552,Tumor cells LUAD mitotic,Wu_Zhou_2021_GSM4453609,28
3553,Tumor cells LUAD mitotic,Wu_Zhou_2021_GSM4453610,6
3554,Tumor cells LUAD mitotic,Wu_Zhou_2021_GSM4453611,0
3555,Tumor cells LUAD mitotic,Wu_Zhou_2021_GSM4453612,0
3556,Tumor cells LUAD mitotic,Wu_Zhou_2021_GSM4453613,7
3557,Tumor cells LUAD mitotic,Wu_Zhou_2021_GSM4453614,74
3558,Tumor cells LUAD mitotic,Wu_Zhou_2021_GSM4453615,0
3559,Tumor cells LUAD mitotic,Wu_Zhou_2021_GSM4453616,11
3560,Tumor cells LUAD mitotic,Wu_Zhou_2021_GSM4453617,0
3561,Tumor cells LUAD mitotic,Zilionis_Klein_2019_p2t1,0
3562,Tumor cells LUAD mitotic,Zilionis_Klein_2019_p2t2,0
3563,Tumor cells LUAD mitotic,Zilionis_Klein_2019_p3t1,0
3564,Tumor cells LUAD mitotic,Zilionis_Klein_2019_p3t2,0
3565,Tumor cells LUAD mitotic,Zilionis_Klein_2019_p3t3,0
3566,Tumor cells LUAD mitotic,Zilionis_Klein_2019_p5t1,6
3567,Tumor cells LUAD mitotic,Zilionis_Klein_2019_p5t2,6
3568,Tumor cells LUAD mitotic,Zilionis_Klein_2019_p7t1,3
3569,Tumor cells LUAD mitotic,Zilionis_Klein_2019_p7t2,3
3570,Tumor cells LUSC,Chen_Zhang_2020_NSCLC-4,4
3571,Tumor cells LUSC,Chen_Zhang_2020_NSCLC-5,30
3572,Tumor cells LUSC,Chen_Zhang_2020_NSCLC-8,7
3573,Tumor cells LUSC,Chen_Zhang_2020_NSCLC-9,178
3574,Tumor cells LUSC,Chen_Zhang_2020_NSCLC-10,2
3575,Tumor cells LUSC,Kim_Lee_2020_BRONCHO_58,0
3576,Tumor cells LUSC,Kim_Lee_2020_EBUS_06,9
3577,Tumor cells LUSC,Kim_Lee_2020_EBUS_28,9
3578,Tumor cells LUSC,Kim_Lee_2020_EBUS_49,22
3579,Tumor cells LUSC,Kim_Lee_2020_LUNG_T28,5
3580,Tumor cells LUSC,Kim_Lee_2020_LUNG_T31,6
3581,Tumor cells LUSC,Lambrechts_Thienpont_2018_6149v2_BT1290,11
3582,Tumor cells LUSC,Lambrechts_Thienpont_2018_6149v2_BT1291,12
3583,Tumor cells LUSC,Lambrechts_Thienpont_2018_6149v2_BT1292,32
3584,Tumor cells LUSC,Lambrechts_Thienpont_2018_6653_scrBT1430m,45
3585,Tumor cells LUSC,Lambrechts_Thienpont_2018_6653_scrBT1431m,1
3586,Tumor cells LUSC,Lambrechts_Thienpont_2018_6653_scrBT1432m,12
3587,Tumor cells LUSC,Laughney_Massague_2020_GSM3516665,4
3588,Tumor cells LUSC,Maynard_Bivona_2020_LT_S01,0
3589,Tumor cells LUSC,Maynard_Bivona_2020_LT_S11,0
3590,Tumor cells LUSC,Maynard_Bivona_2020_LT_S42,0
3591,Tumor cells LUSC,Maynard_Bivona_2020_LT_S52,0
3592,Tumor cells LUSC,Maynard_Bivona_2020_LT_S56,0
3593,Tumor cells LUSC,Maynard_Bivona_2020_LT_S57,6
3594,Tumor cells LUSC,Maynard_Bivona_2020_LT_S58,0
3595,Tumor cells LUSC,Maynard_Bivona_2020_LT_S67,0
3596,Tumor cells LUSC,Maynard_Bivona_2020_LT_S71,0
3597,Tumor cells LUSC,Maynard_Bivona_2020_LT_S74,0
3598,Tumor cells LUSC,Maynard_Bivona_2020_LT_S79,0
3599,Tumor cells LUSC,Maynard_Bivona_2020_LT_S82,1
3600,Tumor cells LUSC,UKIM-V-2_P7_tumor_primary,0
3601,Tumor cells LUSC,UKIM-V-2_P11_tumor_primary,45
3602,Tumor cells LUSC,UKIM-V-2_P12_tumor_primary,88
3603,Tumor cells LUSC,UKIM-V-2_P15_tumor_primary,25
3604,Tumor cells LUSC,Wu_Zhou_2021_GSM4453576,1094
3605,Tumor cells LUSC,Wu_Zhou_2021_GSM4453577,1
3606,Tumor cells LUSC,Wu_Zhou_2021_GSM4453578,2427
3607,Tumor cells LUSC,Wu_Zhou_2021_GSM4453579,307
3608,Tumor cells LUSC,Wu_Zhou_2021_GSM4453580,1
3609,Tumor cells LUSC,Wu_Zhou_2021_GSM4453581,46
3610,Tumor cells LUSC,Wu_Zhou_2021_GSM4453582,31
3611,Tumor cells LUSC,Wu_Zhou_2021_GSM4453583,2
3612,Tumor cells LUSC,Wu_Zhou_2021_GSM4453584,22
3613,Tumor cells LUSC,Wu_Zhou_2021_GSM4453585,865
3614,Tumor cells LUSC,Wu_Zhou_2021_GSM4453586,2
3615,Tumor cells LUSC,Wu_Zhou_2021_GSM4453587,9
3616,Tumor cells LUSC,Wu_Zhou_2021_GSM4453588,2
3617,Tumor cells LUSC,Wu_Zhou_2021_GSM4453589,202
3618,Tumor cells LUSC,Wu_Zhou_2021_GSM4453590,101
3619,Tumor cells LUSC,Wu_Zhou_2021_GSM4453591,23
3620,Tumor cells LUSC,Wu_Zhou_2021_GSM4453592,4420
3621,Tumor cells LUSC,Wu_Zhou_2021_GSM4453593,67
3622,Tumor cells LUSC,Wu_Zhou_2021_GSM4453594,5
3623,Tumor cells LUSC,Wu_Zhou_2021_GSM4453595,7
3624,Tumor cells LUSC,Wu_Zhou_2021_GSM4453596,9
3625,Tumor cells LUSC,Wu_Zhou_2021_GSM4453597,7
3626,Tumor cells LUSC,Wu_Zhou_2021_GSM4453598,698
3627,Tumor cells LUSC,Wu_Zhou_2021_GSM4453599,5
3628,Tumor cells LUSC,Wu_Zhou_2021_GSM4453600,466
3629,Tumor cells LUSC,Wu_Zhou_2021_GSM4453601,7
3630,Tumor cells LUSC,Wu_Zhou_2021_GSM4453602,2
3631,Tumor cells LUSC,Wu_Zhou_2021_GSM4453603,49
3632,Tumor cells LUSC,Wu_Zhou_2021_GSM4453604,0
3633,Tumor cells LUSC,Wu_Zhou_2021_GSM4453605,195
3634,Tumor cells LUSC,Wu_Zhou_2021_GSM4453606,86
3635,Tumor cells LUSC,Wu_Zhou_2021_GSM4453607,0
3636,Tumor cells LUSC,Wu_Zhou_2021_GSM4453608,0
3637,Tumor cells LUSC,Wu_Zhou_2021_GSM4453609,27
3638,Tumor cells LUSC,Wu_Zhou_2021_GSM4453610,0
3639,Tumor cells LUSC,Wu_Zhou_2021_GSM4453611,40
3640,Tumor cells LUSC,Wu_Zhou_2021_GSM4453612,2
3641,Tumor cells LUSC,Wu_Zhou_2021_GSM4453613,3
3642,Tumor cells LUSC,Wu_Zhou_2021_GSM4453614,0
3643,Tumor cells LUSC,Wu_Zhou_2021_GSM4453615,1
3644,Tumor cells LUSC,Wu_Zhou_2021_GSM4453616,1778
3645,Tumor cells LUSC,Wu_Zhou_2021_GSM4453617,13
3646,Tumor cells LUSC,Zilionis_Klein_2019_p2t1,18
3647,Tumor cells LUSC,Zilionis_Klein_2019_p2t2,18
3648,Tumor cells LUSC,Zilionis_Klein_2019_p3t1,0
3649,Tumor cells LUSC,Zilionis_Klein_2019_p3t2,0
3650,Tumor cells LUSC,Zilionis_Klein_2019_p3t3,0
3651,Tumor cells LUSC,Zilionis_Klein_2019_p5t1,0
3652,Tumor cells LUSC,Zilionis_Klein_2019_p5t2,0
3653,Tumor cells LUSC,Zilionis_Klein_2019_p7t1,2
3654,Tumor cells LUSC,Zilionis_Klein_2019_p7t2,3
3655,Tumor cells LUSC mitotic,Chen_Zhang_2020_NSCLC-4,5
3656,Tumor cells LUSC mitotic,Chen_Zhang_2020_NSCLC-5,16
3657,Tumor cells LUSC mitotic,Chen_Zhang_2020_NSCLC-8,9
3658,Tumor cells LUSC mitotic,Chen_Zhang_2020_NSCLC-9,132
3659,Tumor cells LUSC mitotic,Chen_Zhang_2020_NSCLC-10,41
3660,Tumor cells LUSC mitotic,Kim_Lee_2020_BRONCHO_58,0
3661,Tumor cells LUSC mitotic,Kim_Lee_2020_EBUS_06,9
3662,Tumor cells LUSC mitotic,Kim_Lee_2020_EBUS_28,7
3663,Tumor cells LUSC mitotic,Kim_Lee_2020_EBUS_49,6
3664,Tumor cells LUSC mitotic,Kim_Lee_2020_LUNG_T28,8
3665,Tumor cells LUSC mitotic,Kim_Lee_2020_LUNG_T31,1
3666,Tumor cells LUSC mitotic,Lambrechts_Thienpont_2018_6149v2_BT1290,11
3667,Tumor cells LUSC mitotic,Lambrechts_Thienpont_2018_6149v2_BT1291,23
3668,Tumor cells LUSC mitotic,Lambrechts_Thienpont_2018_6149v2_BT1292,43
3669,Tumor cells LUSC mitotic,Lambrechts_Thienpont_2018_6653_scrBT1430m,9
3670,Tumor cells LUSC mitotic,Lambrechts_Thienpont_2018_6653_scrBT1431m,1
3671,Tumor cells LUSC mitotic,Lambrechts_Thienpont_2018_6653_scrBT1432m,2
3672,Tumor cells LUSC mitotic,Laughney_Massague_2020_GSM3516665,2
3673,Tumor cells LUSC mitotic,Maynard_Bivona_2020_LT_S01,0
3674,Tumor cells LUSC mitotic,Maynard_Bivona_2020_LT_S11,0
3675,Tumor cells LUSC mitotic,Maynard_Bivona_2020_LT_S42,0
3676,Tumor cells LUSC mitotic,Maynard_Bivona_2020_LT_S52,0
3677,Tumor cells LUSC mitotic,Maynard_Bivona_2020_LT_S56,2
3678,Tumor cells LUSC mitotic,Maynard_Bivona_2020_LT_S57,0
3679,Tumor cells LUSC mitotic,Maynard_Bivona_2020_LT_S58,0
3680,Tumor cells LUSC mitotic,Maynard_Bivona_2020_LT_S67,0
3681,Tumor cells LUSC mitotic,Maynard_Bivona_2020_LT_S71,0
3682,Tumor cells LUSC mitotic,Maynard_Bivona_2020_LT_S74,0
3683,Tumor cells LUSC mitotic,Maynard_Bivona_2020_LT_S79,0
3684,Tumor cells LUSC mitotic,Maynard_Bivona_2020_LT_S82,0
3685,Tumor cells LUSC mitotic,UKIM-V-2_P7_tumor_primary,0
3686,Tumor cells LUSC mitotic,UKIM-V-2_P11_tumor_primary,18
3687,Tumor cells LUSC mitotic,UKIM-V-2_P12_tumor_primary,171
3688,Tumor cells LUSC mitotic,UKIM-V-2_P15_tumor_primary,62
3689,Tumor cells LUSC mitotic,Wu_Zhou_2021_GSM4453576,1191
3690,Tumor cells LUSC mitotic,Wu_Zhou_2021_GSM4453577,0
3691,Tumor cells LUSC mitotic,Wu_Zhou_2021_GSM4453578,1283
3692,Tumor cells LUSC mitotic,Wu_Zhou_2021_GSM4453579,231
3693,Tumor cells LUSC mitotic,Wu_Zhou_2021_GSM4453580,2
3694,Tumor cells LUSC mitotic,Wu_Zhou_2021_GSM4453581,51
3695,Tumor cells LUSC mitotic,Wu_Zhou_2021_GSM4453582,31
3696,Tumor cells LUSC mitotic,Wu_Zhou_2021_GSM4453583,16
3697,Tumor cells LUSC mitotic,Wu_Zhou_2021_GSM4453584,26
3698,Tumor cells LUSC mitotic,Wu_Zhou_2021_GSM4453585,735
3699,Tumor cells LUSC mitotic,Wu_Zhou_2021_GSM4453586,5
3700,Tumor cells LUSC mitotic,Wu_Zhou_2021_GSM4453587,7
3701,Tumor cells LUSC mitotic,Wu_Zhou_2021_GSM4453588,0
3702,Tumor cells LUSC mitotic,Wu_Zhou_2021_GSM4453589,569
