	Chen_Zhang_2020_NSCLC-1	Chen_Zhang_2020_NSCLC-11	Chen_Zhang_2020_NSCLC-2	Chen_Zhang_2020_NSCLC-3	Chen_Zhang_2020_NSCLC-6	Chen_Zhang_2020_NSCLC-7	He_Fan_2021_LUAD1	He_Fan_2021_LUAD2	He_Fan_2021_LUAD3	He_Fan_2021_LUAD4	He_Fan_2021_LUAD5	Kim_Lee_2020_LUNG_T06	Kim_Lee_2020_LUNG_T08	Kim_Lee_2020_LUNG_T09	Kim_Lee_2020_LUNG_T18	Kim_Lee_2020_LUNG_T19	Kim_Lee_2020_LUNG_T20	Kim_Lee_2020_LUNG_T25	Kim_Lee_2020_LUNG_T30	Kim_Lee_2020_LUNG_T34	Lambrechts_Thienpont_2018_6149v1_BT1249	Lambrechts_Thienpont_2018_6149v1_BT1A	Lambrechts_Thienpont_2018_6149v1_BT1B	Lambrechts_Thienpont_2018_6149v1_BT1C	Lambrechts_Thienpont_2018_6149v1_BT2A	Lambrechts_Thienpont_2018_6149v1_BT2B	Lambrechts_Thienpont_2018_6149v2_BT1295	Lambrechts_Thienpont_2018_6149v2_BT1296	Lambrechts_Thienpont_2018_6149v2_BT1297	Lambrechts_Thienpont_2018_6149v2_BT1298	Lambrechts_Thienpont_2018_6149v2_BT1299	Lambrechts_Thienpont_2018_6149v2_BT1300	Lambrechts_Thienpont_2018_6653_BT1375	Lambrechts_Thienpont_2018_6653_BT1376	Lambrechts_Thienpont_2018_6653_BT1377	Lambrechts_Thienpont_2018_6653_scrBT1425_hg19	Lambrechts_Thienpont_2018_6653_scrBT1426_hg19	Lambrechts_Thienpont_2018_6653_scrBT1427_hg19	Laughney_Massague_2020_GSM3516662	Laughney_Massague_2020_GSM3516663	Laughney_Massague_2020_GSM3516667	Laughney_Massague_2020_GSM3516669	Laughney_Massague_2020_GSM3516670	Laughney_Massague_2020_GSM3516672	Laughney_Massague_2020_GSM3516674	Maynard_Bivona_2020_LT_S66	P001	P002	P003	P004	P005	P006	P007	P008	P009	P010	P011	P012	P013	P014	P015	P016	P017	P018	P019	P020	P021	P022	P023	P024	P025	P026	P027	P028	P029	P030	P031	P032	P033	P034	P035	P036	P037	P038	P039	P040	P041	P042	P043	P15_T2	P16_T2	P17_T2	P17_T3	P18_T2	P19_T2	P21_T1	P21_T2	P22_T1	P24_T1	P8_T2	UKIM-V-2_P10_tumor_primary	UKIM-V-2_P13_tumor_primary	UKIM-V-2_P14_tumor_primary	UKIM-V-2_P16_tumor_primary	UKIM-V-2_P17_tumor_primary	UKIM-V-2_P4_tumor_primary	UKIM-V-2_P5_tumor_primary	UKIM-V-2_P6_tumor_primary	UKIM-V-2_P8_tumor_primary	UKIM-V-2_P9_tumor_primary	UKIM-V_P1_tumor_primary	UKIM-V_P2_tumor_primary	UKIM-V_P3_tumor_primary	Zilionis_Klein_2019_p1t1	Zilionis_Klein_2019_p1t2	Zilionis_Klein_2019_p1t3	Zilionis_Klein_2019_p1t4	Zilionis_Klein_2019_p4t1	Zilionis_Klein_2019_p4t2	Zilionis_Klein_2019_p4t3	Zilionis_Klein_2019_p6t1	Zilionis_Klein_2019_p6t2
NK cell dividing	0.0	2.0	0.0	0.0	0.0	13.0	2.0	33.0	2.0	0.0	4.0	0.0	0.0	5.0	3.0	3.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	3.0	5.0	0.0	6.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	3.0	4.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	4.0	0.0	3.0	0.0	2.0	4.0	0.0	0.0	0.0	2.0	0.0	6.0	3.0	9.0	10.0	0.0	0.0	3.0	0.0	0.0	2.0	0.0	5.0	0.0	0.0	0.0	0.0	19.0	30.0	9.0	4.0	0.0	2.0	2.0	10.0	19.0	6.0	4.0	7.0	0.0	0.0	0.0	0.0	4.0	0.0	10.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Neutrophils	0.0	346.0	0.0	0.0	2.0	433.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	58.0	51.0	329.0	159.0	35.0	311.0	68.0	8.0	2.0	13.0	361.0	37.0	146.0	6.0	96.0	320.0	0.0	36.0	27.0	30.0	144.0	23.0	0.0	160.0	109.0	102.0	458.0	56.0	16.0	163.0	20.0	194.0	13.0	204.0	11.0	1141.0	0.0	229.0	48.0	89.0	71.0	53.0	27.0	3.0	7.0	46.0	49.0	14.0	7.0	0.0	0.0	5.0	23.0	0.0	225.0	369.0	202.0	108.0	1547.0	2.0	15.0	2197.0	483.0	529.0	22.0	2579.0	166.0	39.0	57.0	96.0	71.0	3.0	0.0	3.0	15.0	5.0
Pericyte	3.0	21.0	17.0	5.0	15.0	20.0	19.0	6.0	6.0	0.0	17.0	3.0	0.0	9.0	5.0	5.0	0.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0	4.0	5.0	11.0	22.0	0.0	6.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	5.0	3.0	18.0	0.0	13.0	2.0	4.0	3.0	0.0	0.0	0.0	0.0	12.0	0.0	7.0	0.0	0.0	2.0	51.0	0.0	0.0	0.0	0.0	0.0	2.0	8.0	0.0	7.0	5.0	0.0	0.0	0.0	4.0	0.0	0.0	2.0	11.0	13.0	9.0	109.0	21.0	0.0	7.0	12.0	2.0	13.0	0.0	65.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	7.0	3.0	3.0	2.0	0.0	0.0	2.0	4.0	0.0	2.0	0.0	21.0	3.0	5.0	3.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Plasma cell	74.0	4624.0	134.0	514.0	460.0	13.0	93.0	98.0	5.0	18.0	444.0	19.0	183.0	48.0	23.0	20.0	0.0	163.0	58.0	15.0	0.0	6.0	15.0	31.0	30.0	51.0	64.0	130.0	155.0	31.0	129.0	129.0	52.0	66.0	42.0	22.0	36.0	19.0	0.0	2.0	11.0	0.0	0.0	2.0	2.0	41.0	63.0	66.0	102.0	15.0	18.0	2.0	61.0	78.0	40.0	108.0	52.0	3.0	224.0	8.0	25.0	40.0	74.0	534.0	6.0	105.0	42.0	54.0	78.0	61.0	0.0	23.0	7.0	58.0	40.0	32.0	177.0	284.0	85.0	64.0	301.0	339.0	39.0	373.0	181.0	643.0	139.0	77.0	443.0	45.0	2.0	1167.0	1332.0	435.0	357.0	2.0	0.0	0.0	257.0	875.0	9.0	31.0	49.0	18.0	206.0	61.0	37.0	13.0	9.0	417.0	7.0	175.0	28.0	69.0	83.0	32.0	34.0	0.0	0.0	2.0	263.0	230.0
Plasma cell dividing	0.0	8.0	0.0	0.0	13.0	3.0	0.0	12.0	0.0	0.0	74.0	0.0	2.0	5.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	3.0	2.0	5.0	0.0	2.0	2.0	11.0	7.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	12.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	5.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0	50.0	104.0	86.0	0.0	0.0	0.0	6.0	43.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	3.0	0.0	13.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Smooth muscle cell	3.0	2.0	18.0	5.0	2.0	2.0	4.0	3.0	7.0	6.0	4.0	33.0	4.0	0.0	29.0	20.0	2.0	0.0	3.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	8.0	6.0	3.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	6.0	3.0	11.0	0.0	82.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	3.0	0.0	0.0	14.0	37.0	0.0	0.0	0.0	4.0	0.0	0.0	15.0	0.0	17.0	8.0	0.0	0.0	0.0	3.0	6.0	0.0	2.0	13.0	28.0	21.0	148.0	35.0	0.0	4.0	3.0	2.0	0.0	6.0	35.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	0.0	3.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
T cell CD4	290.0	685.0	1375.0	4352.0	634.0	1832.0	1115.0	1208.0	954.0	998.0	1475.0	681.0	1077.0	566.0	386.0	850.0	850.0	742.0	598.0	144.0	6.0	45.0	50.0	84.0	37.0	153.0	187.0	437.0	398.0	492.0	535.0	612.0	127.0	73.0	58.0	310.0	287.0	301.0	7.0	1227.0	486.0	23.0	29.0	366.0	20.0	115.0	907.0	651.0	762.0	584.0	128.0	662.0	927.0	463.0	78.0	1175.0	306.0	500.0	596.0	357.0	797.0	1007.0	683.0	1136.0	1211.0	432.0	1845.0	2010.0	1666.0	1372.0	439.0	600.0	612.0	1002.0	143.0	1085.0	790.0	1579.0	754.0	1043.0	187.0	459.0	417.0	615.0	564.0	473.0	288.0	1149.0	361.0	748.0	2994.0	2564.0	2843.0	3435.0	2572.0	3.0	64.0	110.0	1749.0	11277.0	1462.0	1686.0	1019.0	699.0	213.0	448.0	517.0	334.0	30.0	984.0	187.0	321.0	408.0	189.0	230.0	113.0	142.0	445.0	393.0	572.0	596.0	620.0
T cell CD4 dividing	4.0	62.0	4.0	12.0	13.0	15.0	19.0	107.0	15.0	25.0	77.0	9.0	5.0	15.0	14.0	16.0	71.0	6.0	14.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	20.0	24.0	11.0	8.0	5.0	16.0	3.0	0.0	0.0	14.0	11.0	16.0	0.0	27.0	11.0	7.0	5.0	17.0	0.0	4.0	13.0	42.0	38.0	8.0	9.0	9.0	34.0	20.0	27.0	21.0	16.0	24.0	53.0	21.0	53.0	29.0	53.0	49.0	76.0	19.0	26.0	124.0	64.0	111.0	22.0	39.0	30.0	105.0	5.0	34.0	43.0	69.0	85.0	11.0	50.0	9.0	45.0	19.0	314.0	31.0	27.0	57.0	43.0	16.0	4.0	295.0	366.0	461.0	352.0	2.0	0.0	5.0	194.0	647.0	31.0	13.0	10.0	8.0	10.0	6.0	8.0	8.0	2.0	8.0	0.0	28.0	4.0	11.0	3.0	6.0	7.0	15.0	22.0	24.0	2.0	4.0
T cell CD8 activated	2.0	64.0	96.0	46.0	132.0	34.0	0.0	0.0	0.0	0.0	0.0	42.0	55.0	9.0	11.0	17.0	16.0	25.0	46.0	3.0	0.0	0.0	0.0	3.0	0.0	0.0	50.0	37.0	53.0	14.0	70.0	62.0	4.0	3.0	8.0	0.0	0.0	2.0	0.0	561.0	446.0	0.0	13.0	173.0	0.0	12.0	2026.0	3490.0	2023.0	1340.0	142.0	1657.0	2949.0	3015.0	113.0	2425.0	488.0	1831.0	2265.0	714.0	1023.0	2603.0	999.0	2708.0	1408.0	1242.0	2822.0	3837.0	3218.0	2234.0	1127.0	983.0	1909.0	2006.0	629.0	1199.0	2883.0	2336.0	1931.0	1864.0	646.0	1335.0	1662.0	1558.0	1378.0	2074.0	2216.0	2545.0	982.0	503.0	2071.0	45.0	47.0	691.0	689.0	0.0	11.0	4.0	32.0	332.0	27.0	45.0	10.0	4.0	0.0	16.0	10.0	6.0	0.0	14.0	12.0	57.0	186.0	52.0	45.0	55.0	36.0	83.0	82.0	70.0	99.0	77.0
T cell CD8 dividing	0.0	33.0	2.0	0.0	9.0	24.0	9.0	135.0	8.0	2.0	68.0	3.0	3.0	32.0	7.0	0.0	32.0	0.0	4.0	0.0	0.0	7.0	2.0	12.0	6.0	9.0	135.0	141.0	116.0	11.0	19.0	18.0	2.0	0.0	0.0	4.0	8.0	6.0	0.0	3.0	2.0	4.0	3.0	54.0	0.0	2.0	3.0	6.0	18.0	0.0	3.0	0.0	0.0	0.0	3.0	2.0	7.0	0.0	0.0	0.0	0.0	4.0	8.0	3.0	15.0	4.0	0.0	14.0	4.0	5.0	0.0	2.0	0.0	45.0	2.0	9.0	18.0	7.0	8.0	0.0	6.0	3.0	29.0	3.0	15.0	5.0	0.0	7.0	16.0	34.0	4.0	153.0	139.0	184.0	143.0	0.0	2.0	5.0	100.0	43.0	2.0	26.0	3.0	5.0	0.0	10.0	5.0	16.0	11.0	22.0	0.0	12.0	8.0	0.0	2.0	0.0	3.0	0.0	0.0	2.0	0.0	2.0
T cell CD8 effector memory	81.0	391.0	389.0	254.0	754.0	240.0	119.0	310.0	130.0	41.0	81.0	297.0	232.0	683.0	134.0	175.0	513.0	210.0	262.0	84.0	0.0	31.0	26.0	60.0	11.0	57.0	296.0	421.0	422.0	259.0	538.0	405.0	85.0	66.0	43.0	80.0	86.0	76.0	2.0	502.0	658.0	0.0	37.0	308.0	5.0	128.0	929.0	2143.0	1920.0	726.0	198.0	542.0	1077.0	911.0	311.0	1256.0	339.0	667.0	667.0	181.0	377.0	1033.0	577.0	911.0	653.0	337.0	768.0	2629.0	638.0	975.0	1094.0	431.0	1046.0	977.0	146.0	1037.0	2278.0	1281.0	2437.0	739.0	309.0	548.0	732.0	660.0	1030.0	1103.0	991.0	800.0	1562.0	787.0	640.0	619.0	827.0	1077.0	854.0	0.0	15.0	24.0	422.0	440.0	387.0	512.0	578.0	207.0	48.0	209.0	209.0	254.0	39.0	681.0	15.0	215.0	374.0	96.0	111.0	71.0	82.0	177.0	143.0	156.0	170.0	138.0
T cell CD8 naive	125.0	29.0	105.0	17.0	9.0	64.0	15.0	196.0	28.0	20.0	68.0	111.0	83.0	100.0	76.0	123.0	133.0	125.0	19.0	13.0	0.0	9.0	5.0	15.0	9.0	2.0	12.0	33.0	40.0	7.0	35.0	132.0	59.0	30.0	24.0	54.0	55.0	35.0	2.0	13.0	23.0	2.0	5.0	18.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80.0	308.0	255.0	284.0	257.0	368.0	0.0	3.0	28.0	16.0	194.0	65.0	73.0	89.0	32.0	14.0	26.0	30.0	87.0	12.0	110.0	8.0	7.0	11.0	0.0	0.0	0.0	0.0	3.0	0.0	4.0	0.0	0.0
T cell CD8 terminally exhausted	0.0	140.0	9.0	69.0	199.0	28.0	69.0	541.0	21.0	5.0	1018.0	17.0	32.0	137.0	73.0	9.0	144.0	7.0	6.0	0.0	2.0	53.0	49.0	70.0	43.0	193.0	879.0	1037.0	1006.0	169.0	195.0	165.0	10.0	4.0	0.0	21.0	29.0	17.0	0.0	8.0	8.0	3.0	18.0	453.0	2.0	0.0	48.0	13.0	153.0	7.0	2.0	6.0	3.0	7.0	11.0	0.0	4.0	78.0	0.0	0.0	57.0	24.0	47.0	45.0	18.0	77.0	2.0	13.0	67.0	14.0	29.0	10.0	0.0	55.0	0.0	129.0	222.0	36.0	17.0	0.0	9.0	5.0	172.0	14.0	142.0	5.0	29.0	85.0	41.0	64.0	51.0	524.0	703.0	447.0	432.0	0.0	6.0	5.0	290.0	35.0	49.0	296.0	44.0	46.0	21.0	66.0	101.0	101.0	65.0	229.0	0.0	69.0	26.0	4.0	7.0	7.0	4.0	15.0	4.0	12.0	0.0	0.0
T cell NK-like	46.0	54.0	15.0	3.0	36.0	66.0	61.0	407.0	61.0	32.0	321.0	92.0	0.0	67.0	52.0	19.0	27.0	10.0	52.0	18.0	2.0	11.0	12.0	18.0	11.0	17.0	45.0	66.0	71.0	34.0	108.0	61.0	21.0	21.0	11.0	34.0	38.0	25.0	0.0	18.0	5.0	0.0	2.0	0.0	0.0	3.0	28.0	61.0	54.0	6.0	10.0	36.0	8.0	5.0	0.0	11.0	0.0	7.0	4.0	0.0	6.0	19.0	0.0	12.0	4.0	6.0	20.0	8.0	4.0	97.0	22.0	2.0	5.0	0.0	2.0	56.0	49.0	12.0	39.0	18.0	4.0	18.0	55.0	84.0	10.0	14.0	2.0	2.0	33.0	21.0	83.0	124.0	143.0	26.0	14.0	0.0	3.0	112.0	39.0	17.0	49.0	192.0	231.0	78.0	32.0	5.0	82.0	37.0	25.0	61.0	18.0	47.0	230.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
T cell regulatory	90.0	384.0	219.0	720.0	285.0	82.0	99.0	504.0	51.0	16.0	1366.0	168.0	417.0	127.0	247.0	209.0	339.0	265.0	190.0	36.0	5.0	32.0	20.0	19.0	56.0	94.0	270.0	401.0	383.0	77.0	181.0	180.0	39.0	47.0	20.0	194.0	216.0	217.0	2.0	168.0	224.0	5.0	66.0	220.0	5.0	32.0	931.0	607.0	812.0	450.0	55.0	315.0	1021.0	544.0	141.0	851.0	134.0	303.0	706.0	278.0	1033.0	843.0	880.0	1100.0	415.0	632.0	963.0	1480.0	1326.0	1284.0	624.0	479.0	546.0	1014.0	82.0	1166.0	1563.0	1054.0	1442.0	701.0	550.0	233.0	394.0	827.0	2900.0	625.0	466.0	805.0	1366.0	447.0	984.0	1976.0	2528.0	2565.0	2153.0	2.0	10.0	9.0	505.0	1022.0	551.0	376.0	336.0	139.0	185.0	176.0	183.0	133.0	46.0	629.0	33.0	213.0	129.0	71.0	74.0	60.0	64.0	103.0	93.0	106.0	61.0	43.0
Tumor Club_AT2_LUAD	5.0	110.0	16.0	5.0	239.0	0.0	1372.0	109.0	180.0	142.0	94.0	39.0	22.0	95.0	5.0	256.0	79.0	182.0	546.0	53.0	0.0	4.0	2.0	9.0	5.0	35.0	19.0	28.0	57.0	14.0	117.0	64.0	82.0	26.0	18.0	63.0	95.0	105.0	5.0	11.0	17.0	5.0	16.0	6.0	129.0	55.0	11.0	236.0	91.0	47.0	31.0	45.0	34.0	18.0	12.0	45.0	24.0	80.0	44.0	22.0	82.0	1007.0	14.0	32.0	15.0	25.0	16.0	38.0	22.0	78.0	91.0	28.0	29.0	23.0	54.0	47.0	26.0	33.0	19.0	74.0	28.0	55.0	118.0	73.0	4.0	46.0	35.0	26.0	88.0	66.0	0.0	62.0	47.0	29.0	20.0	117.0	33.0	177.0	79.0	100.0	37.0	33.0	862.0	47.0	5.0	16.0	5.0	21.0	5.0	83.0	6.0	80.0	351.0	22.0	24.0	6.0	14.0	0.0	4.0	2.0	14.0	14.0
Tumor LUAD	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tumor LUAD_AT1/2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	21.0	4.0	5.0	0.0	0.0	2.0	62.0	0.0	16.0	0.0	9.0	22.0	44.0	3.0	4.0	3.0	18.0	3.0	7.0	9.0	0.0	35.0	45.0	2.0	0.0	5.0	7.0	31.0	0.0	5.0	15.0	18.0	28.0	14.0	16.0	8.0	8.0	3.0	8.0	14.0	4.0	23.0	0.0	0.0	0.0	0.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tumor LUAD_Club_AT2	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	3.0	0.0	0.0	0.0	0.0	3.0	22.0	27.0	0.0	0.0	4.0	2246.0	0.0	2.0	0.0	0.0	2.0	0.0	4.0	2.0	31.0	0.0	7.0	3.0	2386.0	0.0	0.0	2.0	29.0	18.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	4.0	7.0	3.0	0.0	0.0	125.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	39.0	42.0	0.0	0.0
Tumor LUAD_Club_AT2/1	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	25.0	10.0	0.0	2.0	0.0	0.0	0.0	9.0	2.0	0.0	163.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	4.0	5.0	2.0	0.0	0.0	0.0	0.0	3.0	53.0	2489.0	37.0	1969.0	379.0	310.0	35.0	410.0	148.0	681.0	282.0	1385.0	1168.0	553.0	359.0	662.0	555.0	216.0	318.0	521.0	464.0	256.0	123.0	736.0	468.0	918.0	712.0	172.0	1919.0	9.0	100.0	200.0	229.0	1031.0	346.0	165.0	1104.0	185.0	81.0	707.0	184.0	1786.0	243.0	22.0	0.0	2.0	0.0	0.0	2.0	5.0	4.0	24.0	21.0	11.0	0.0	0.0	6.0	5.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	2.0	4.0	0.0	0.0
Tumor LUAD_MSLN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	449.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tumor LUAD_NE_LUSC	0.0	106.0	0.0	0.0	5.0	259.0	8.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	57.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.0	43.0	220.0	595.0	668.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89.0	0.0	0.0	0.0	7.0	2.0	3.0	5.0	0.0	5.0	0.0	4.0	2.0	0.0	3.0	2.0	0.0	0.0	6.0	6.0	0.0	30.0	4.0	7.0	3.0	4.0	3.0	6.0	3.0	3.0	5.0	4.0	2.0	0.0	3.0	6.0	0.0	2.0	2.0	9.0	0.0	2.0	5.0	0.0	5.0	5.0	3.0	7.0	0.0	415.0	448.0	70.0	48.0	0.0	0.0	0.0	23.0	208.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	10.0	5.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Tumor LUAD_NE_mitotic	5.0	3.0	74.0	19.0	4.0	0.0	0.0	480.0	27.0	7.0	302.0	4.0	2.0	0.0	4.0	0.0	258.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	139.0	245.0	87.0	6.0	3.0	2.0	0.0	0.0	6.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	265.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	2.0	8.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	8.0	4.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	2.0	3.0	0.0	61.0	0.0	9.0	2.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	5.0	2.0	0.0	0.0	0.0	0.0	3.0	5.0	7.0	0.0	0.0
Tumor LUAD_mitotic	0.0	76.0	2.0	7.0	67.0	3.0	153.0	70.0	2841.0	6.0	16.0	0.0	0.0	0.0	104.0	2.0	33.0	4.0	0.0	6.0	0.0	5.0	6.0	3.0	2.0	4.0	23.0	32.0	82.0	15.0	11.0	42.0	45.0	31.0	4.0	0.0	2.0	2.0	6.0	2.0	16.0	2.0	3.0	9.0	0.0	222.0	18.0	7.0	2.0	4.0	17.0	0.0	3.0	3.0	3.0	0.0	0.0	10.0	18.0	4.0	5.0	20.0	2.0	75.0	14.0	118.0	0.0	10.0	9.0	318.0	2.0	7.0	3.0	3.0	15.0	13.0	7.0	13.0	10.0	3.0	17.0	9.0	75.0	40.0	7.0	46.0	63.0	77.0	27.0	52.0	8.0	332.0	374.0	61.0	20.0	10.0	6.0	5.0	18431.0	1673.0	2.0	4.0	22.0	6.0	0.0	2.0	11.0	0.0	0.0	8.0	0.0	184.0	9.0	6.0	13.0	7.0	0.0	4.0	5.0	5.0	0.0	0.0
