	BD_immune01	BD_immune02	BD_immune03	BD_immune04	BD_immune05	BD_immune06	BD_immune07	BD_immune08	BD_immune09	BD_immune10	BD_immune11	BD_immune12	BD_immune13	BD_immune14	BD_immune15	Chen_Zhang_2020_NSCLC-10	Chen_Zhang_2020_NSCLC-4	Chen_Zhang_2020_NSCLC-5	Chen_Zhang_2020_NSCLC-8	Chen_Zhang_2020_NSCLC-9	Kim_Lee_2020_BRONCHO_58	Kim_Lee_2020_EBUS_06	Kim_Lee_2020_EBUS_28	Kim_Lee_2020_EBUS_49	Kim_Lee_2020_LUNG_T28	Kim_Lee_2020_LUNG_T31	Lambrechts_Thienpont_2018_6149v2_BT1290	Lambrechts_Thienpont_2018_6149v2_BT1291	Lambrechts_Thienpont_2018_6149v2_BT1292	Lambrechts_Thienpont_2018_6653_scrBT1430m	Lambrechts_Thienpont_2018_6653_scrBT1431m	Lambrechts_Thienpont_2018_6653_scrBT1432m	Laughney_Massague_2020_GSM3516665	Maynard_Bivona_2020_LT_S01	Maynard_Bivona_2020_LT_S11	Maynard_Bivona_2020_LT_S42	Maynard_Bivona_2020_LT_S52	Maynard_Bivona_2020_LT_S56	Maynard_Bivona_2020_LT_S57	Maynard_Bivona_2020_LT_S58	Maynard_Bivona_2020_LT_S67	Maynard_Bivona_2020_LT_S71	Maynard_Bivona_2020_LT_S74	Maynard_Bivona_2020_LT_S79	Maynard_Bivona_2020_LT_S82	P044	P045	P046	P047	P048	P049	P20_T2	P23_T1	UKIM-V-2_P11_tumor_primary	UKIM-V-2_P12_tumor_primary	UKIM-V-2_P15_tumor_primary	UKIM-V-2_P7_tumor_primary	Wu_Zhou_2021_GSM4453576	Wu_Zhou_2021_GSM4453577	Wu_Zhou_2021_GSM4453578	Wu_Zhou_2021_GSM4453579	Wu_Zhou_2021_GSM4453580	Wu_Zhou_2021_GSM4453581	Wu_Zhou_2021_GSM4453582	Wu_Zhou_2021_GSM4453583	Wu_Zhou_2021_GSM4453584	Wu_Zhou_2021_GSM4453585	Wu_Zhou_2021_GSM4453586	Wu_Zhou_2021_GSM4453587	Wu_Zhou_2021_GSM4453588	Wu_Zhou_2021_GSM4453589	Wu_Zhou_2021_GSM4453590	Wu_Zhou_2021_GSM4453591	Wu_Zhou_2021_GSM4453592	Wu_Zhou_2021_GSM4453593	Wu_Zhou_2021_GSM4453594	Wu_Zhou_2021_GSM4453595	Wu_Zhou_2021_GSM4453596	Wu_Zhou_2021_GSM4453597	Wu_Zhou_2021_GSM4453598	Wu_Zhou_2021_GSM4453599	Wu_Zhou_2021_GSM4453600	Wu_Zhou_2021_GSM4453601	Wu_Zhou_2021_GSM4453602	Wu_Zhou_2021_GSM4453603	Wu_Zhou_2021_GSM4453604	Wu_Zhou_2021_GSM4453605	Wu_Zhou_2021_GSM4453606	Wu_Zhou_2021_GSM4453607	Wu_Zhou_2021_GSM4453608	Wu_Zhou_2021_GSM4453609	Wu_Zhou_2021_GSM4453610	Wu_Zhou_2021_GSM4453611	Wu_Zhou_2021_GSM4453612	Wu_Zhou_2021_GSM4453613	Wu_Zhou_2021_GSM4453614	Wu_Zhou_2021_GSM4453615	Wu_Zhou_2021_GSM4453616	Wu_Zhou_2021_GSM4453617	Zilionis_Klein_2019_p2t1	Zilionis_Klein_2019_p2t2	Zilionis_Klein_2019_p3t1	Zilionis_Klein_2019_p3t2	Zilionis_Klein_2019_p3t3	Zilionis_Klein_2019_p5t1	Zilionis_Klein_2019_p5t2	Zilionis_Klein_2019_p7t1	Zilionis_Klein_2019_p7t2	p019t	p030t	p033t
Plasma cell dividing	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	4.0	3.0	0.0	8.0	2.0	0.0	0.0	112.0	0.0	7.0	0.0	0.0	0.0	3.0	0.0	0.0	9.0	0.0	2.0	0.0	0.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	10.0	0.0	4.0	2.0	2.0	3.0	21.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	4.0	0.0	0.0	5.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Smooth muscle cell	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	11.0	0.0	2.0	0.0	7.0	31.0	10.0	6.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	14.0	4.0	0.0	53.0	22.0	6.0	0.0	0.0	0.0	75.0	25.0	2.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	5.0	5.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	2.0	6.0	5.0	0.0	2.0	2.0	0.0	3.0	16.0	13.0
T cell CD4	72.0	823.0	421.0	983.0	276.0	398.0	326.0	859.0	205.0	89.0	451.0	361.0	504.0	697.0	438.0	2629.0	1314.0	1354.0	1085.0	16.0	277.0	213.0	71.0	254.0	485.0	941.0	373.0	335.0	325.0	238.0	710.0	213.0	268.0	0.0	3.0	14.0	0.0	3.0	62.0	74.0	0.0	46.0	65.0	69.0	57.0	282.0	390.0	705.0	515.0	394.0	629.0	53.0	1341.0	926.0	1314.0	506.0	570.0	0.0	0.0	0.0	10.0	4.0	3.0	101.0	27.0	4.0	3.0	6.0	5.0	28.0	0.0	0.0	0.0	0.0	7.0	17.0	0.0	0.0	59.0	5.0	26.0	0.0	22.0	13.0	21.0	0.0	0.0	0.0	61.0	0.0	0.0	10.0	0.0	3.0	30.0	32.0	159.0	0.0	70.0	25.0	19.0	383.0	472.0	345.0	70.0	315.0	103.0	73.0	157.0	772.0	616.0
T cell CD4 dividing	4.0	9.0	94.0	69.0	17.0	3.0	88.0	47.0	126.0	130.0	20.0	50.0	48.0	23.0	25.0	194.0	23.0	34.0	28.0	12.0	8.0	0.0	7.0	0.0	7.0	14.0	7.0	6.0	3.0	0.0	0.0	5.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	3.0	0.0	9.0	7.0	115.0	62.0	55.0	71.0	62.0	49.0	50.0	39.0	16.0	17.0	23.0	2.0	13.0	0.0	4.0	78.0	8.0	7.0	50.0	8.0	10.0	8.0	2.0	4.0	4.0	4.0	0.0	0.0	0.0	7.0	0.0	0.0	6.0	5.0	2.0	2.0	0.0	0.0	2.0	3.0	0.0	2.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	8.0	27.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	2.0	25.0	18.0
T cell CD8 activated	176.0	579.0	222.0	362.0	42.0	117.0	214.0	974.0	86.0	160.0	56.0	69.0	51.0	544.0	98.0	168.0	85.0	39.0	19.0	0.0	5.0	2.0	3.0	0.0	25.0	208.0	5.0	4.0	0.0	3.0	3.0	2.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	6.0	0.0	618.0	1296.0	4192.0	1667.0	495.0	3151.0	17.0	27.0	16.0	44.0	48.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	7.0	0.0	0.0	3.0	0.0	136.0	108.0	80.0	0.0	27.0	20.0	16.0	87.0	627.0	875.0
T cell CD8 dividing	2.0	2.0	205.0	77.0	39.0	2.0	14.0	5.0	296.0	343.0	7.0	48.0	16.0	16.0	14.0	247.0	16.0	57.0	21.0	0.0	14.0	6.0	5.0	14.0	32.0	28.0	31.0	36.0	12.0	27.0	3.0	11.0	7.0	0.0	0.0	0.0	0.0	0.0	3.0	32.0	0.0	0.0	0.0	2.0	4.0	52.0	6.0	12.0	19.0	39.0	6.0	11.0	21.0	10.0	32.0	47.0	4.0	8.0	0.0	3.0	59.0	0.0	11.0	29.0	0.0	7.0	3.0	4.0	0.0	0.0	2.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	20.0	7.0
T cell CD8 effector memory	212.0	985.0	1529.0	1837.0	94.0	1262.0	236.0	555.0	648.0	1332.0	541.0	402.0	275.0	952.0	338.0	3099.0	632.0	1516.0	531.0	0.0	255.0	34.0	43.0	40.0	317.0	1063.0	257.0	272.0	204.0	107.0	283.0	176.0	159.0	0.0	3.0	41.0	0.0	0.0	37.0	17.0	0.0	54.0	60.0	145.0	62.0	1402.0	1549.0	2418.0	1139.0	1119.0	1435.0	8.0	353.0	648.0	803.0	410.0	174.0	0.0	0.0	0.0	20.0	0.0	5.0	245.0	5.0	0.0	7.0	6.0	8.0	5.0	0.0	0.0	0.0	0.0	6.0	9.0	0.0	0.0	65.0	2.0	17.0	0.0	3.0	7.0	7.0	0.0	0.0	0.0	9.0	0.0	2.0	0.0	0.0	10.0	15.0	42.0	45.0	0.0	39.0	5.0	0.0	55.0	61.0	46.0	2.0	105.0	30.0	31.0	58.0	428.0	677.0
T cell CD8 naive	11.0	11.0	3.0	48.0	3.0	6.0	0.0	0.0	14.0	0.0	3.0	3.0	3.0	0.0	3.0	75.0	33.0	30.0	11.0	0.0	91.0	93.0	11.0	64.0	42.0	54.0	21.0	64.0	9.0	34.0	53.0	27.0	26.0	0.0	0.0	5.0	0.0	0.0	8.0	10.0	0.0	7.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	39.0	138.0	82.0	53.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	3.0	8.0	3.0	0.0	21.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	4.0	57.0	0.0
T cell CD8 terminally exhausted	2.0	0.0	1428.0	668.0	85.0	458.0	34.0	6.0	1041.0	1204.0	104.0	194.0	134.0	26.0	26.0	803.0	110.0	881.0	136.0	0.0	217.0	22.0	13.0	18.0	268.0	320.0	320.0	397.0	127.0	151.0	70.0	85.0	41.0	0.0	0.0	3.0	0.0	0.0	4.0	4.0	0.0	5.0	8.0	11.0	5.0	338.0	44.0	85.0	92.0	293.0	285.0	4.0	26.0	107.0	564.0	209.0	15.0	5.0	0.0	0.0	40.0	0.0	0.0	118.0	0.0	3.0	3.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	7.0	2.0	0.0	0.0	0.0	7.0	4.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	8.0	5.0	4.0	2.0	0.0	39.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	3.0	20.0	14.0
T cell NK-like	27.0	28.0	32.0	220.0	10.0	142.0	0.0	16.0	98.0	6.0	88.0	6.0	16.0	34.0	110.0	188.0	23.0	11.0	63.0	0.0	94.0	81.0	10.0	314.0	71.0	63.0	59.0	57.0	26.0	40.0	29.0	14.0	10.0	0.0	0.0	4.0	0.0	0.0	8.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	49.0	0.0	30.0	86.0	122.0	123.0	55.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	2.0	0.0	0.0	3.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	5.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	19.0	4.0	21.0	0.0	32.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	12.0	14.0	3.0
T cell regulatory	31.0	431.0	1069.0	1068.0	201.0	232.0	101.0	677.0	723.0	692.0	150.0	232.0	232.0	411.0	96.0	2064.0	880.0	1410.0	322.0	0.0	321.0	13.0	34.0	13.0	172.0	319.0	150.0	253.0	54.0	92.0	142.0	100.0	216.0	0.0	3.0	3.0	0.0	0.0	5.0	9.0	0.0	16.0	14.0	25.0	20.0	1305.0	855.0	2412.0	1210.0	1069.0	2128.0	90.0	288.0	176.0	615.0	292.0	90.0	4.0	0.0	0.0	41.0	0.0	0.0	151.0	7.0	7.0	12.0	8.0	5.0	28.0	0.0	0.0	0.0	0.0	4.0	0.0	2.0	0.0	30.0	3.0	5.0	0.0	8.0	7.0	13.0	0.0	0.0	0.0	4.0	0.0	0.0	2.0	0.0	2.0	12.0	35.0	9.0	0.0	69.0	12.0	11.0	46.0	47.0	34.0	8.0	47.0	35.0	35.0	32.0	463.0	263.0
Tumor Secretory_TAM	5.0	8.0	90.0	138.0	5.0	57.0	523.0	204.0	0.0	0.0	155.0	42.0	33.0	65.0	378.0	714.0	3.0	14.0	181.0	178.0	7.0	0.0	5.0	2.0	189.0	91.0	25.0	6.0	5.0	9.0	15.0	0.0	3.0	2.0	0.0	0.0	5.0	53.0	288.0	27.0	0.0	55.0	6.0	11.0	0.0	67.0	50.0	10.0	4.0	49.0	130.0	47.0	12.0	9.0	4.0	12.0	8.0	3.0	0.0	0.0	2.0	56.0	117.0	95.0	221.0	11.0	0.0	0.0	299.0	0.0	20.0	10.0	0.0	0.0	35.0	10.0	0.0	3.0	0.0	8.0	0.0	0.0	0.0	0.0	20.0	0.0	2.0	0.0	0.0	0.0	6.0	19.0	0.0	0.0	22.0	181.0	22.0	2.0	0.0	0.0	0.0	46.0	52.0	57.0	2.0	5.0	34.0	37.0	45.0	25.0	173.0
Tumor MSLN_Warburg_TherResist	0.0	102.0	3.0	10.0	0.0	2.0	5.0	3.0	0.0	0.0	3.0	3.0	0.0	6.0	13.0	110.0	3.0	2.0	2813.0	22.0	0.0	0.0	10.0	0.0	5.0	0.0	39.0	20.0	11.0	0.0	16.0	3.0	126.0	2.0	136.0	4.0	4.0	0.0	170.0	57.0	2.0	95.0	0.0	42.0	9.0	4.0	96.0	29.0	9.0	4.0	16.0	2.0	2483.0	4.0	0.0	4.0	273.0	4.0	0.0	0.0	0.0	411.0	2.0	0.0	4.0	93.0	2.0	0.0	7.0	7.0	0.0	3.0	10.0	0.0	5.0	0.0	5.0	151.0	0.0	0.0	11.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	138.0	77.0	3.0	498.0	0.0	0.0	24.0	36.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0	0.0	150.0	97.0	2.0	4.0	7.0	3.0	9.0
Tumor Prolif_Stem	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tumor EMT_lncRNA_Prolif	0.0	0.0	3.0	0.0	0.0	0.0	0.0	5.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	6417.0	5.0	0.0	5.0	0.0	0.0	0.0	5.0	11.0	13.0	86.0	5.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	5.0	2.0	2.0	0.0	23.0	0.0	13.0	0.0	72.0	8.0	3.0	3.0	2.0	0.0	11.0	14.0	143.0	6.0	0.0	0.0	0.0	3.0	18.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	27.0	0.0	0.0	0.0	527.0	248.0	0.0	0.0	0.0	47.0	0.0	0.0	0.0	12.0	0.0	0.0	74.0	141.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	7.0	2.0
Tumor NSCLC_HighProlif	469.0	0.0	829.0	0.0	3.0	0.0	4828.0	0.0	196.0	86.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	26.0	0.0	0.0	24.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tumor NSCLC_Metabolic	7.0	0.0	4.0	5.0	1449.0	2.0	4.0	0.0	62.0	18.0	0.0	335.0	0.0	0.0	4.0	3.0	42.0	4.0	362.0	485.0	315.0	4.0	2339.0	2.0	617.0	26.0	221.0	303.0	290.0	3.0	0.0	0.0	14.0	0.0	0.0	0.0	10.0	0.0	6.0	2.0	0.0	4.0	41.0	3.0	8.0	189.0	31.0	19.0	34.0	116.0	14.0	12.0	192.0	693.0	0.0	335.0	14.0	38.0	164.0	42.0	2.0	365.0	18.0	0.0	132.0	158.0	28.0	0.0	18.0	84.0	3.0	25.0	444.0	8.0	699.0	0.0	102.0	556.0	2.0	80.0	11.0	31.0	0.0	2.0	176.0	0.0	11.0	9.0	24.0	50.0	114.0	9.0	3.0	6.0	70.0	159.0	0.0	71.0	0.0	0.0	0.0	0.0	0.0	0.0	102.0	112.0	3.0	3.0	312.0	203.0	147.0
Tumor Differentiated_DrugResp	3.0	0.0	11.0	5.0	7.0	5.0	28.0	14.0	2.0	21.0	3.0	10.0	0.0	6.0	2.0	29.0	0.0	8.0	44.0	6.0	0.0	371.0	14.0	0.0	13.0	5.0	0.0	7.0	12.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	12.0	12.0	0.0	0.0	0.0	8.0	14.0	41.0	79.0	112.0	77.0	172.0	26.0	41.0	23.0	113.0	12.0	11.0	3.0	9.0	44.0	9.0	47.0	16.0	77.0	55.0	6.0	15.0	104.0	32.0	3.0	3.0	25.0	6.0	504.0	35.0	73.0	46.0	3.0	32.0	405.0	12.0	109.0	0.0	35.0	14.0	0.0	83.0	0.0	0.0	0.0	48.0	16.0	42.0	0.0	30.0	0.0	45.0	27.0	6.0	135.0	0.0	2.0	2.0	5.0	3.0	9.0	4.0	9.0	6.0	12.0	268.0	131.0	246.0
Tumor Differentiated_Prolif	0.0	10.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	3.0	1416.0	0.0	0.0	444.0	27.0	15.0	0.0	228.0	0.0	44.0	66.0	74.0	32.0	22.0	103.0	0.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	2.0	0.0	4.0	3.0	0.0	0.0	2.0	0.0	0.0	58.0	25.0	0.0	16.0	0.0	0.0	9.0	5.0	0.0	203.0	0.0	0.0	10.0	1141.0	0.0	0.0	5.0	5.0	2.0	7.0	108.0	3.0	14.0	0.0	20.0	109.0	0.0	3.0	48.0	15.0	0.0	0.0	20.0	0.0	0.0	0.0	9.0	38.0	16.0	6.0	0.0	0.0	8.0	74.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	3.0	205.0	201.0	13.0	0.0	5.0
Tumor Macrophage_Swallow	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	2.0	9.0	6.0	3.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tumor LUSC_Hypoxia	66.0	0.0	328.0	0.0	6.0	0.0	12.0	0.0	19.0	186.0	0.0	2.0	0.0	0.0	0.0	0.0	5.0	151.0	4.0	12.0	0.0	11.0	5.0	79.0	4.0	0.0	5.0	8.0	30.0	0.0	0.0	2.0	4.0	0.0	0.0	0.0	0.0	24.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	2.0	7.0	5.0	2.0	3.0	610.0	11.0	4.0	251.0	7.0	0.0	1183.0	0.0	2638.0	314.0	0.0	43.0	32.0	0.0	22.0	904.0	2.0	15.0	3.0	209.0	118.0	19.0	4500.0	62.0	5.0	7.0	9.0	8.0	732.0	4.0	475.0	9.0	2.0	50.0	0.0	177.0	163.0	0.0	0.0	24.0	0.0	44.0	2.0	0.0	0.0	2.0	1932.0	11.0	21.0	21.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	6.0	2.0	19.0
Tumor HighProlif_ImmuneCold	44.0	0.0	155.0	0.0	10.0	0.0	53.0	3.0	13.0	48.0	0.0	50.0	0.0	0.0	0.0	2.0	10.0	16.0	7.0	135.0	0.0	34.0	6.0	19.0	3.0	0.0	10.0	38.0	52.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	6.0	8.0	0.0	78.0	7.0	7.0	174.0	74.0	0.0	1204.0	0.0	1300.0	232.0	2.0	52.0	33.0	14.0	23.0	746.0	5.0	7.0	0.0	568.0	165.0	8.0	563.0	77.0	0.0	11.0	18.0	5.0	234.0	8.0	1248.0	5.0	0.0	17.0	0.0	13.0	37.0	0.0	4.0	20.0	0.0	41.0	0.0	0.0	0.0	2.0	943.0	13.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	5.0	5.0
Tumor NSCLC_Basal_Inflammatory	99.0	0.0	0.0	0.0	8.0	0.0	11.0	0.0	5.0	36.0	0.0	3.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	254.0	0.0	184.0	33.0	0.0	39.0	4.0	0.0	0.0	13.0	0.0	0.0	0.0	60.0	825.0	0.0	0.0	14.0	65.0	0.0	2.0	0.0	4.0	0.0	0.0	0.0	16.0	37.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	8.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	90.0	102.0	113.0	0.0	0.0	0.0	0.0	14.0	128.0	400.0
cDC1	0.0	0.0	5.0	0.0	0.0	3.0	4.0	8.0	0.0	9.0	8.0	4.0	6.0	5.0	0.0	18.0	6.0	12.0	15.0	0.0	5.0	0.0	0.0	0.0	6.0	17.0	8.0	2.0	0.0	0.0	3.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	6.0	5.0	4.0	6.0	11.0	8.0	0.0	11.0	3.0	7.0	6.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	10.0	4.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	16.0	0.0	0.0	0.0	2.0	0.0	4.0	5.0	5.0	0.0	0.0	0.0	2.0	0.0	4.0	3.0
cDC2	0.0	24.0	57.0	68.0	3.0	51.0	54.0	52.0	10.0	27.0	29.0	28.0	104.0	15.0	45.0	228.0	8.0	30.0	1128.0	0.0	42.0	0.0	23.0	4.0	29.0	50.0	79.0	65.0	55.0	15.0	16.0	2.0	181.0	0.0	0.0	0.0	5.0	2.0	8.0	44.0	0.0	18.0	4.0	29.0	8.0	111.0	213.0	37.0	60.0	67.0	59.0	42.0	3086.0	39.0	41.0	69.0	80.0	16.0	0.0	7.0	48.0	12.0	7.0	32.0	20.0	43.0	14.0	0.0	36.0	65.0	12.0	0.0	0.0	0.0	7.0	2.0	0.0	5.0	11.0	18.0	3.0	2.0	0.0	3.0	42.0	9.0	3.0	2.0	13.0	0.0	2.0	13.0	0.0	28.0	56.0	159.0	14.0	3.0	6.0	0.0	2.0	31.0	43.0	53.0	25.0	42.0	36.0	26.0	16.0	44.0	43.0
myeloid dividing	23.0	5.0	8.0	31.0	13.0	25.0	14.0	96.0	22.0	26.0	44.0	22.0	5.0	8.0	321.0	18.0	0.0	2.0	212.0	0.0	26.0	3.0	20.0	0.0	15.0	7.0	12.0	13.0	15.0	6.0	0.0	0.0	53.0	0.0	0.0	0.0	5.0	0.0	3.0	8.0	0.0	0.0	7.0	0.0	5.0	6.0	54.0	10.0	51.0	6.0	9.0	39.0	1030.0	32.0	14.0	26.0	28.0	22.0	0.0	8.0	74.0	115.0	9.0	18.0	9.0	18.0	24.0	3.0	9.0	15.0	18.0	23.0	5.0	0.0	24.0	0.0	0.0	4.0	3.0	24.0	10.0	3.0	0.0	0.0	77.0	10.0	0.0	0.0	5.0	3.0	5.0	0.0	2.0	17.0	13.0	154.0	3.0	5.0	0.0	0.0	0.0	0.0	0.0	3.0	8.0	7.0	3.0	3.0	5.0	18.0	29.0
